naics3d,naics3d_label,tech40_id,tech40_label,tech40_labelshort,cosine3d,n_patent,xposure3d
111,Crop Production,32,Recommender Systems,Recommender Systems,0.32585453770999445,5,0.3203472243406178
111,Crop Production,33,Social Networking & Media Platforms,Social Networking,0,1,-0
111,Crop Production,34,Digital Media Content,Digital Media Content,0,0,-0
111,Crop Production,35,Augmented and Virtual Reality (AR/VR),AR/VR,0,4,-0
111,Crop Production,36,Machine Learning & Neural Networks,Machine Learning,0.23156408034627235,7,0.22954299361886984
111,Crop Production,37,Medical Imaging & Image Processing,Medical Imaging,0,0,-0
111,Crop Production,38,Health Monitoring,Health Monitoring,0,0,-0
111,Crop Production,39,Medical Information,Medical Information,0,0,-0
111,Crop Production,40,E-Healthcare,E-Healthcare,0,0,-0
112,Animal Production,1,3D Printer Hardware,3D Printer Hardware,0,0,-0
112,Animal Production,2,3D Printing,3D Printing,0,0,-0
112,Animal Production,3,Additive Manufacturing,Additive Manufacturing,0,0,-0
112,Animal Production,4,Smart Agriculture & Water Management,Smart Agriculture,14.418209986057025,266,3.36283959629053
112,Animal Production,5,Internet of Things (IoT),IoT,4.664664343326058,95,2.244459406278012
112,Animal Production,6,Predictive Energy Management and Distribution,Energy Management,0,0,-0
112,Animal Production,7,Industrial Automation & Robot Control,Industrial Automation,0.332819226156996,7,0.3269623877477703
112,Animal Production,8,Remote Monitoring & Control Systems,Remote Monitoring,0.3009377546467492,7,0.2965711376099525
112,Animal Production,9,Smart Home & Intelligent Household Control,Smart Home,0,0,-0
112,Animal Production,10,Intelligent Logistics,Intelligent Logistics,0.051020727640482454,1,0.05099861806264436
112,Animal Production,11,Autonomous Vehicles & UAVs,Autonomous Vehicles,0.05859356208230848,4,0.05856008648433236
112,Animal Production,12,Parking & Vehicle Space Management,Parking Management,0,0,-0
112,Animal Production,13,Vehicle Telematics & Electric Vehicle Management,Vehicle Telematics,0,0,-0
112,Animal Production,14,Passenger Transportation,Passenger Transportation,0,0,-0
112,Animal Production,15,Food Ordering & Vending Systems,Food Ordering,0.08101069848742805,2,0.0809223505502942
112,Animal Production,16,Digital Advertising,Digital Advertising,0,0,-0
112,Animal Production,17,Electronic Trading and Auctions,E-Trading,0,0,-0
112,Animal Production,18,Online Shopping Platforms,Online Shopping,0,1,-0
112,Animal Production,19,E-Coupons & Promotion Management,E-Coupons,0,0,-0
112,Animal Production,20,Electronic Payments & Financial Transactions,E-Payment,0,0,-0
112,Animal Production,21,Mobile Payments,Mobile Payment,0,0,-0
112,Animal Production,22,Gaming & Wagering Systems,Gaming,0,1,-0
112,Animal Production,23,Digital Authentication,Digital Authentification,0,0,-0
112,Animal Production,24,E-Learning,E-Learning,0,1,-0
112,Animal Production,25,Location-Based Services & Tracking,Location-Based Services,0,0,-0
112,Animal Production,26,Voice Communication,Voice Communication,0,0,-0
112,Animal Production,27,Electronic Messaging,Electronic Messaging,0,0,-0
112,Animal Production,28,Workflow Management,Workflow Management,0.07861225848782877,20,0.07853151368596449
112,Animal Production,29,Cloud Storage & Data Security,Cloud Storage,0,0,-0
112,Animal Production,30,Information Processing,Information Processing,0,1,-0
112,Animal Production,31,Cloud Computing,Cloud Computing,0.30381918556669124,8,0.29932923514811904
112,Animal Production,32,Recommender Systems,Recommender Systems,0,0,-0
112,Animal Production,33,Social Networking & Media Platforms,Social Networking,0,0,-0
112,Animal Production,34,Digital Media Content,Digital Media Content,0,0,-0
112,Animal Production,35,Augmented and Virtual Reality (AR/VR),AR/VR,0,0,-0
112,Animal Production,36,Machine Learning & Neural Networks,Machine Learning,0.6765779389222781,25,0.633372925586521
112,Animal Production,37,Medical Imaging & Image Processing,Medical Imaging,0,0,-0
112,Animal Production,38,Health Monitoring,Health Monitoring,0,2,-0
112,Animal Production,39,Medical Information,Medical Information,0,0,-0
112,Animal Production,40,E-Healthcare,E-Healthcare,0,0,-0
113,Forestry and Logging,1,3D Printer Hardware,3D Printer Hardware,0,0,-0
113,Forestry and Logging,2,3D Printing,3D Printing,0,0,-0
113,Forestry and Logging,3,Additive Manufacturing,Additive Manufacturing,0,0,-0
113,Forestry and Logging,4,Smart Agriculture & Water Management,Smart Agriculture,0.08915116176933917,3,0.08903348762810503
113,Forestry and Logging,5,Internet of Things (IoT),IoT,0.2794900176368282,4,0.2759735642008179
113,Forestry and Logging,6,Predictive Energy Management and Distribution,Energy Management,0.07204032716870104,1,0.07197815965983351
113,Forestry and Logging,7,Industrial Automation & Robot Control,Industrial Automation,0,0,-0
113,Forestry and Logging,8,Remote Monitoring & Control Systems,Remote Monitoring,0.10044691937600041,1,0.10027877044623824
113,Forestry and Logging,9,Smart Home & Intelligent Household Control,Smart Home,0,0,-0
113,Forestry and Logging,10,Intelligent Logistics,Intelligent Logistics,0,0,-0
113,Forestry and Logging,11,Autonomous Vehicles & UAVs,Autonomous Vehicles,0,0,-0
113,Forestry and Logging,12,Parking & Vehicle Space Management,Parking Management,0,0,-0
113,Forestry and Logging,13,Vehicle Telematics & Electric Vehicle Management,Vehicle Telematics,0,0,-0
113,Forestry and Logging,14,Passenger Transportation,Passenger Transportation,0,0,-0
113,Forestry and Logging,15,Food Ordering & Vending Systems,Food Ordering,0,0,-0
113,Forestry and Logging,16,Digital Advertising,Digital Advertising,0,0,-0
113,Forestry and Logging,17,Electronic Trading and Auctions,E-Trading,0,0,-0
113,Forestry and Logging,18,Online Shopping Platforms,Online Shopping,0,0,-0
113,Forestry and Logging,19,E-Coupons & Promotion Management,E-Coupons,0,0,-0
113,Forestry and Logging,20,Electronic Payments & Financial Transactions,E-Payment,0,0,-0
113,Forestry and Logging,21,Mobile Payments,Mobile Payment,0,0,-0
113,Forestry and Logging,22,Gaming & Wagering Systems,Gaming,0,0,-0
113,Forestry and Logging,23,Digital Authentication,Digital Authentification,0.05338070388962466,1,0.053355384960100574
113,Forestry and Logging,24,E-Learning,E-Learning,0,0,-0
113,Forestry and Logging,25,Location-Based Services & Tracking,Location-Based Services,0,0,-0
113,Forestry and Logging,26,Voice Communication,Voice Communication,0,0,-0
113,Forestry and Logging,27,Electronic Messaging,Electronic Messaging,0,0,-0
113,Forestry and Logging,28,Workflow Management,Workflow Management,0,0,-0
113,Forestry and Logging,29,Cloud Storage & Data Security,Cloud Storage,0.11307963053126019,2,0.1128400151769017
113,Forestry and Logging,30,Information Processing,Information Processing,0,0,-0
113,Forestry and Logging,31,Cloud Computing,Cloud Computing,0.1948769403461038,4,0.19366408116558634
113,Forestry and Logging,32,Recommender Systems,Recommender Systems,0,0,-0
113,Forestry and Logging,33,Social Networking & Media Platforms,Social Networking,0,0,-0
113,Forestry and Logging,34,Digital Media Content,Digital Media Content,0,0,-0
113,Forestry and Logging,35,Augmented and Virtual Reality (AR/VR),AR/VR,0,0,-0
113,Forestry and Logging,36,Machine Learning & Neural Networks,Machine Learning,0.1225249533805433,3,0.12222044120900295
113,Forestry and Logging,37,Medical Imaging & Image Processing,Medical Imaging,0.05917117868325559,1,0.059136704336754504
113,Forestry and Logging,38,Health Monitoring,Health Monitoring,0,0,-0
113,Forestry and Logging,39,Medical Information,Medical Information,0,0,-0
113,Forestry and Logging,40,E-Healthcare,E-Healthcare,0,0,-0
114,"Fishing, Hunting and Trapping",1,3D Printer Hardware,3D Printer Hardware,0,0,-0
114,"Fishing, Hunting and Trapping",2,3D Printing,3D Printing,0,0,-0
114,"Fishing, Hunting and Trapping",3,Additive Manufacturing,Additive Manufacturing,0,0,-0
114,"Fishing, Hunting and Trapping",4,Smart Agriculture & Water Management,Smart Agriculture,5.80097861406446,21,2.4585214851476036
114,"Fishing, Hunting and Trapping",5,Internet of Things (IoT),IoT,2.024021837789105,6,1.454327042633604
114,"Fishing, Hunting and Trapping",6,Predictive Energy Management and Distribution,Energy Management,0,0,-0
114,"Fishing, Hunting and Trapping",7,Industrial Automation & Robot Control,Industrial Automation,0,0,-0
114,"Fishing, Hunting and Trapping",8,Remote Monitoring & Control Systems,Remote Monitoring,0,0,-0
114,"Fishing, Hunting and Trapping",9,Smart Home & Intelligent Household Control,Smart Home,0,0,-0
114,"Fishing, Hunting and Trapping",10,Intelligent Logistics,Intelligent Logistics,0,0,-0
114,"Fishing, Hunting and Trapping",11,Autonomous Vehicles & UAVs,Autonomous Vehicles,0,0,-0
114,"Fishing, Hunting and Trapping",12,Parking & Vehicle Space Management,Parking Management,0,0,-0
114,"Fishing, Hunting and Trapping",13,Vehicle Telematics & Electric Vehicle Management,Vehicle Telematics,0,0,-0
114,"Fishing, Hunting and Trapping",14,Passenger Transportation,Passenger Transportation,0,0,-0
114,"Fishing, Hunting and Trapping",15,Food Ordering & Vending Systems,Food Ordering,0,0,-0
114,"Fishing, Hunting and Trapping",16,Digital Advertising,Digital Advertising,0,0,-0
114,"Fishing, Hunting and Trapping",17,Electronic Trading and Auctions,E-Trading,0,0,-0
114,"Fishing, Hunting and Trapping",18,Online Shopping Platforms,Online Shopping,0,0,-0
114,"Fishing, Hunting and Trapping",19,E-Coupons & Promotion Management,E-Coupons,0,0,-0
114,"Fishing, Hunting and Trapping",20,Electronic Payments & Financial Transactions,E-Payment,0,0,-0
114,"Fishing, Hunting and Trapping",21,Mobile Payments,Mobile Payment,0,0,-0
114,"Fishing, Hunting and Trapping",22,Gaming & Wagering Systems,Gaming,0,0,-0
114,"Fishing, Hunting and Trapping",23,Digital Authentication,Digital Authentification,0,0,-0
114,"Fishing, Hunting and Trapping",24,E-Learning,E-Learning,0,0,-0
114,"Fishing, Hunting and Trapping",25,Location-Based Services & Tracking,Location-Based Services,0,0,-0
114,"Fishing, Hunting and Trapping",26,Voice Communication,Voice Communication,0,0,-0
114,"Fishing, Hunting and Trapping",27,Electronic Messaging,Electronic Messaging,0,0,-0
114,"Fishing, Hunting and Trapping",28,Workflow Management,Workflow Management,0,0,-0
114,"Fishing, Hunting and Trapping",29,Cloud Storage & Data Security,Cloud Storage,0,0,-0
114,"Fishing, Hunting and Trapping",30,Information Processing,Information Processing,0,0,-0
114,"Fishing, Hunting and Trapping",31,Cloud Computing,Cloud Computing,0,0,-0
114,"Fishing, Hunting and Trapping",32,Recommender Systems,Recommender Systems,0,0,-0
114,"Fishing, Hunting and Trapping",33,Social Networking & Media Platforms,Social Networking,0,0,-0
114,"Fishing, Hunting and Trapping",34,Digital Media Content,Digital Media Content,0,0,-0
114,"Fishing, Hunting and Trapping",35,Augmented and Virtual Reality (AR/VR),AR/VR,0,0,-0
114,"Fishing, Hunting and Trapping",36,Machine Learning & Neural Networks,Machine Learning,0.19159653228382312,1,0.19044325675194224
114,"Fishing, Hunting and Trapping",37,Medical Imaging & Image Processing,Medical Imaging,0,0,-0
114,"Fishing, Hunting and Trapping",38,Health Monitoring,Health Monitoring,0,0,-0
114,"Fishing, Hunting and Trapping",39,Medical Information,Medical Information,0,0,-0
114,"Fishing, Hunting and Trapping",40,E-Healthcare,E-Healthcare,0,0,-0
115,Support Activities for Agriculture and Forestry,1,3D Printer Hardware,3D Printer Hardware,0.09734255171839566,1,0.09718947414921263
115,Support Activities for Agriculture and Forestry,2,3D Printing,3D Printing,0,0,-0
115,Support Activities for Agriculture and Forestry,3,Additive Manufacturing,Additive Manufacturing,0.09733890820283853,1,0.09718584777349996
115,Support Activities for Agriculture and Forestry,4,Smart Agriculture & Water Management,Smart Agriculture,126.82853274865086,1023,5.535998760534442
115,Support Activities for Agriculture and Forestry,5,Internet of Things (IoT),IoT,34.4189767795554,312,4.231966206586355
115,Support Activities for Agriculture and Forestry,6,Predictive Energy Management and Distribution,Energy Management,0.17403983162244047,4,0.17317298874744266
115,Support Activities for Agriculture and Forestry,7,Industrial Automation & Robot Control,Industrial Automation,4.44170632224913,40,2.1966233498297987
115,Support Activities for Agriculture and Forestry,8,Remote Monitoring & Control Systems,Remote Monitoring,2.446658329530746,26,1.6272362733032826
115,Support Activities for Agriculture and Forestry,9,Smart Home & Intelligent Household Control,Smart Home,0,1,-0
115,Support Activities for Agriculture and Forestry,10,Intelligent Logistics,Intelligent Logistics,0,0,-0
115,Support Activities for Agriculture and Forestry,11,Autonomous Vehicles & UAVs,Autonomous Vehicles,1.3314063521141433,12,1.0974555649906208
115,Support Activities for Agriculture and Forestry,12,Parking & Vehicle Space Management,Parking Management,0,0,-0
115,Support Activities for Agriculture and Forestry,13,Vehicle Telematics & Electric Vehicle Management,Vehicle Telematics,0.16804174208176756,2,0.16726076469681975
115,Support Activities for Agriculture and Forestry,14,Passenger Transportation,Passenger Transportation,0,0,-0
115,Support Activities for Agriculture and Forestry,15,Food Ordering & Vending Systems,Food Ordering,0.26343618153138193,2,0.2604805658828639
115,Support Activities for Agriculture and Forestry,16,Digital Advertising,Digital Advertising,0,0,-0
115,Support Activities for Agriculture and Forestry,17,Electronic Trading and Auctions,E-Trading,0,0,-0
115,Support Activities for Agriculture and Forestry,18,Online Shopping Platforms,Online Shopping,0.1627426419476201,2,0.16203269352676142
115,Support Activities for Agriculture and Forestry,19,E-Coupons & Promotion Management,E-Coupons,0,0,-0
115,Support Activities for Agriculture and Forestry,20,Electronic Payments & Financial Transactions,E-Payment,0,0,-0
115,Support Activities for Agriculture and Forestry,21,Mobile Payments,Mobile Payment,0,0,-0
115,Support Activities for Agriculture and Forestry,22,Gaming & Wagering Systems,Gaming,0,0,-0
115,Support Activities for Agriculture and Forestry,23,Digital Authentication,Digital Authentification,0,0,-0
115,Support Activities for Agriculture and Forestry,24,E-Learning,E-Learning,0.9013486565717694,14,0.8098690481230967
115,Support Activities for Agriculture and Forestry,25,Location-Based Services & Tracking,Location-Based Services,0,0,-0
115,Support Activities for Agriculture and Forestry,26,Voice Communication,Voice Communication,0.18707417075503313,3,0.18599984081864884
115,Support Activities for Agriculture and Forestry,27,Electronic Messaging,Electronic Messaging,0.13370615668266025,1,0.13331094292694914
115,Support Activities for Agriculture and Forestry,28,Workflow Management,Workflow Management,4.194324287961029,44,2.140796455521216
115,Support Activities for Agriculture and Forestry,29,Cloud Storage & Data Security,Cloud Storage,0,0,-0
115,Support Activities for Agriculture and Forestry,30,Information Processing,Information Processing,0.3312148774668381,6,0.32543976885471104
115,Support Activities for Agriculture and Forestry,31,Cloud Computing,Cloud Computing,0.868996989694776,8,0.7856442751748648
115,Support Activities for Agriculture and Forestry,32,Recommender Systems,Recommender Systems,0.36042133734496395,4,0.35304173463376015
115,Support Activities for Agriculture and Forestry,33,Social Networking & Media Platforms,Social Networking,0.04271017531179681,1,0.04269720093362656
115,Support Activities for Agriculture and Forestry,34,Digital Media Content,Digital Media Content,0,0,-0
115,Support Activities for Agriculture and Forestry,35,Augmented and Virtual Reality (AR/VR),AR/VR,0.05083495704941668,5,0.050813087915718036
115,Support Activities for Agriculture and Forestry,36,Machine Learning & Neural Networks,Machine Learning,0.05259323301319089,1,0.05256901724043876
115,Support Activities for Agriculture and Forestry,37,Medical Imaging & Image Processing,Medical Imaging,0.08227405762079135,1,0.08218152008817724
115,Support Activities for Agriculture and Forestry,38,Health Monitoring,Health Monitoring,0.7023971307867791,20,0.6546292663364628
115,Support Activities for Agriculture and Forestry,39,Medical Information,Medical Information,0,1,-0
115,Support Activities for Agriculture and Forestry,40,E-Healthcare,E-Healthcare,0,0,-0
211,Oil and Gas Extraction,1,3D Printer Hardware,3D Printer Hardware,0,0,-0
211,Oil and Gas Extraction,2,3D Printing,3D Printing,0,0,-0
211,Oil and Gas Extraction,3,Additive Manufacturing,Additive Manufacturing,0,0,-0
211,Oil and Gas Extraction,4,Smart Agriculture & Water Management,Smart Agriculture,11.591078851645012,44,3.145238514215466
211,Oil and Gas Extraction,5,Internet of Things (IoT),IoT,0.8272993860051419,8,0.7538438488619985
211,Oil and Gas Extraction,6,Predictive Energy Management and Distribution,Energy Management,0,0,-0
211,Oil and Gas Extraction,7,Industrial Automation & Robot Control,Industrial Automation,6.915828280800931,21,2.6321463955179825
211,Oil and Gas Extraction,8,Remote Monitoring & Control Systems,Remote Monitoring,20.17485174732161,70,3.6981976946617996
211,Oil and Gas Extraction,9,Smart Home & Intelligent Household Control,Smart Home,0.5178997071798902,3,0.49716422878884625
211,Oil and Gas Extraction,10,Intelligent Logistics,Intelligent Logistics,0,0,-0
211,Oil and Gas Extraction,11,Autonomous Vehicles & UAVs,Autonomous Vehicles,0,0,-0
211,Oil and Gas Extraction,12,Parking & Vehicle Space Management,Parking Management,0,0,-0
211,Oil and Gas Extraction,13,Vehicle Telematics & Electric Vehicle Management,Vehicle Telematics,0,2,-0
211,Oil and Gas Extraction,14,Passenger Transportation,Passenger Transportation,0,0,-0
211,Oil and Gas Extraction,15,Food Ordering & Vending Systems,Food Ordering,0,0,-0
211,Oil and Gas Extraction,16,Digital Advertising,Digital Advertising,0,0,-0
211,Oil and Gas Extraction,17,Electronic Trading and Auctions,E-Trading,0,0,-0
211,Oil and Gas Extraction,18,Online Shopping Platforms,Online Shopping,0,0,-0
211,Oil and Gas Extraction,19,E-Coupons & Promotion Management,E-Coupons,0,0,-0
211,Oil and Gas Extraction,20,Electronic Payments & Financial Transactions,E-Payment,0,0,-0
211,Oil and Gas Extraction,21,Mobile Payments,Mobile Payment,0,0,-0
211,Oil and Gas Extraction,22,Gaming & Wagering Systems,Gaming,0,0,-0
211,Oil and Gas Extraction,23,Digital Authentication,Digital Authentification,0,0,-0
211,Oil and Gas Extraction,24,E-Learning,E-Learning,0,0,-0
211,Oil and Gas Extraction,25,Location-Based Services & Tracking,Location-Based Services,0,0,-0
211,Oil and Gas Extraction,26,Voice Communication,Voice Communication,0,0,-0
211,Oil and Gas Extraction,27,Electronic Messaging,Electronic Messaging,0,0,-0
211,Oil and Gas Extraction,28,Workflow Management,Workflow Management,0.43022740466627535,5,0.4179524004806274
211,Oil and Gas Extraction,29,Cloud Storage & Data Security,Cloud Storage,0,1,-0
211,Oil and Gas Extraction,30,Information Processing,Information Processing,0,0,-0
211,Oil and Gas Extraction,31,Cloud Computing,Cloud Computing,0.4051629156012295,1,0.39482468875556886
211,Oil and Gas Extraction,32,Recommender Systems,Recommender Systems,0,0,-0
211,Oil and Gas Extraction,33,Social Networking & Media Platforms,Social Networking,0,0,-0
211,Oil and Gas Extraction,34,Digital Media Content,Digital Media Content,0,0,-0
211,Oil and Gas Extraction,35,Augmented and Virtual Reality (AR/VR),AR/VR,0,0,-0
211,Oil and Gas Extraction,36,Machine Learning & Neural Networks,Machine Learning,0.9021814106003592,7,0.8104874862607593
211,Oil and Gas Extraction,37,Medical Imaging & Image Processing,Medical Imaging,0,1,-0
211,Oil and Gas Extraction,38,Health Monitoring,Health Monitoring,0,0,-0
211,Oil and Gas Extraction,39,Medical Information,Medical Information,0,0,-0
211,Oil and Gas Extraction,40,E-Healthcare,E-Healthcare,0,0,-0
212,Mining and Quarrying (except Oil and Gas),1,3D Printer Hardware,3D Printer Hardware,0,5,-0
212,Mining and Quarrying (except Oil and Gas),2,3D Printing,3D Printing,0.505220885511657,7,0.4858766442909993
212,Mining and Quarrying (except Oil and Gas),3,Additive Manufacturing,Additive Manufacturing,0.14942795347558405,1,0.1488773788724465
212,Mining and Quarrying (except Oil and Gas),4,Smart Agriculture & Water Management,Smart Agriculture,0.2103499534812455,2,0.2088288212133065
212,Mining and Quarrying (except Oil and Gas),5,Internet of Things (IoT),IoT,0,1,-0
212,Mining and Quarrying (except Oil and Gas),6,Predictive Energy Management and Distribution,Energy Management,0.09781143739744565,1,0.09765614344516274
212,Mining and Quarrying (except Oil and Gas),7,Industrial Automation & Robot Control,Industrial Automation,0,2,-0
212,Mining and Quarrying (except Oil and Gas),8,Remote Monitoring & Control Systems,Remote Monitoring,1.2733699765465103,12,1.0621093362241778
212,Mining and Quarrying (except Oil and Gas),9,Smart Home & Intelligent Household Control,Smart Home,0,0,-0
212,Mining and Quarrying (except Oil and Gas),10,Intelligent Logistics,Intelligent Logistics,0,0,-0
212,Mining and Quarrying (except Oil and Gas),11,Autonomous Vehicles & UAVs,Autonomous Vehicles,0,0,-0
212,Mining and Quarrying (except Oil and Gas),12,Parking & Vehicle Space Management,Parking Management,0,0,-0
212,Mining and Quarrying (except Oil and Gas),13,Vehicle Telematics & Electric Vehicle Management,Vehicle Telematics,0,0,-0
212,Mining and Quarrying (except Oil and Gas),14,Passenger Transportation,Passenger Transportation,0,0,-0
212,Mining and Quarrying (except Oil and Gas),15,Food Ordering & Vending Systems,Food Ordering,0,0,-0
212,Mining and Quarrying (except Oil and Gas),16,Digital Advertising,Digital Advertising,0,0,-0
212,Mining and Quarrying (except Oil and Gas),17,Electronic Trading and Auctions,E-Trading,0,0,-0
212,Mining and Quarrying (except Oil and Gas),18,Online Shopping Platforms,Online Shopping,0,0,-0
212,Mining and Quarrying (except Oil and Gas),19,E-Coupons & Promotion Management,E-Coupons,0,0,-0
212,Mining and Quarrying (except Oil and Gas),20,Electronic Payments & Financial Transactions,E-Payment,0,0,-0
212,Mining and Quarrying (except Oil and Gas),21,Mobile Payments,Mobile Payment,0,0,-0
212,Mining and Quarrying (except Oil and Gas),22,Gaming & Wagering Systems,Gaming,0,0,-0
212,Mining and Quarrying (except Oil and Gas),23,Digital Authentication,Digital Authentification,0,0,-0
212,Mining and Quarrying (except Oil and Gas),24,E-Learning,E-Learning,0,0,-0
212,Mining and Quarrying (except Oil and Gas),25,Location-Based Services & Tracking,Location-Based Services,0,0,-0
212,Mining and Quarrying (except Oil and Gas),26,Voice Communication,Voice Communication,0,0,-0
212,Mining and Quarrying (except Oil and Gas),27,Electronic Messaging,Electronic Messaging,0,0,-0
212,Mining and Quarrying (except Oil and Gas),28,Workflow Management,Workflow Management,0.37433521030155154,3,0.3661020742409204
212,Mining and Quarrying (except Oil and Gas),29,Cloud Storage & Data Security,Cloud Storage,0.06328841530305104,1,0.06324624178972504
212,Mining and Quarrying (except Oil and Gas),30,Information Processing,Information Processing,0,0,-0
212,Mining and Quarrying (except Oil and Gas),31,Cloud Computing,Cloud Computing,0.0608188405232827,2,0.06078140867645453
212,Mining and Quarrying (except Oil and Gas),32,Recommender Systems,Recommender Systems,0,0,-0
212,Mining and Quarrying (except Oil and Gas),33,Social Networking & Media Platforms,Social Networking,0,0,-0
212,Mining and Quarrying (except Oil and Gas),34,Digital Media Content,Digital Media Content,0,0,-0
212,Mining and Quarrying (except Oil and Gas),35,Augmented and Virtual Reality (AR/VR),AR/VR,0,0,-0
212,Mining and Quarrying (except Oil and Gas),36,Machine Learning & Neural Networks,Machine Learning,0.16909550643282875,5,0.16829986914192413
212,Mining and Quarrying (except Oil and Gas),37,Medical Imaging & Image Processing,Medical Imaging,0,0,-0
212,Mining and Quarrying (except Oil and Gas),38,Health Monitoring,Health Monitoring,0,0,-0
212,Mining and Quarrying (except Oil and Gas),39,Medical Information,Medical Information,0,0,-0
212,Mining and Quarrying (except Oil and Gas),40,E-Healthcare,E-Healthcare,0,0,-0
213,Support Activities for Mining and Oil and Gas Extraction,1,3D Printer Hardware,3D Printer Hardware,0,0,-0
213,Support Activities for Mining and Oil and Gas Extraction,2,3D Printing,3D Printing,0,0,-0
213,Support Activities for Mining and Oil and Gas Extraction,3,Additive Manufacturing,Additive Manufacturing,0,0,-0
213,Support Activities for Mining and Oil and Gas Extraction,4,Smart Agriculture & Water Management,Smart Agriculture,2.917242591930348,12,1.7919462393002294
213,Support Activities for Mining and Oil and Gas Extraction,5,Internet of Things (IoT),IoT,0,1,-0
213,Support Activities for Mining and Oil and Gas Extraction,6,Predictive Energy Management and Distribution,Energy Management,0,0,-0
213,Support Activities for Mining and Oil and Gas Extraction,7,Industrial Automation & Robot Control,Industrial Automation,5.654427137703471,22,2.4333150429548405
213,Support Activities for Mining and Oil and Gas Extraction,8,Remote Monitoring & Control Systems,Remote Monitoring,14.435741315274196,40,3.3640518647635167
213,Support Activities for Mining and Oil and Gas Extraction,9,Smart Home & Intelligent Household Control,Smart Home,0,0,-0
213,Support Activities for Mining and Oil and Gas Extraction,10,Intelligent Logistics,Intelligent Logistics,0,0,-0
213,Support Activities for Mining and Oil and Gas Extraction,11,Autonomous Vehicles & UAVs,Autonomous Vehicles,0.17866674537609814,4,0.17772958519815493
213,Support Activities for Mining and Oil and Gas Extraction,12,Parking & Vehicle Space Management,Parking Management,0,0,-0
213,Support Activities for Mining and Oil and Gas Extraction,13,Vehicle Telematics & Electric Vehicle Management,Vehicle Telematics,0,0,-0
213,Support Activities for Mining and Oil and Gas Extraction,14,Passenger Transportation,Passenger Transportation,0,0,-0
213,Support Activities for Mining and Oil and Gas Extraction,15,Food Ordering & Vending Systems,Food Ordering,0,0,-0
213,Support Activities for Mining and Oil and Gas Extraction,16,Digital Advertising,Digital Advertising,0.29440007845278343,1,0.29030518145964007
213,Support Activities for Mining and Oil and Gas Extraction,17,Electronic Trading and Auctions,E-Trading,0,0,-0
213,Support Activities for Mining and Oil and Gas Extraction,18,Online Shopping Platforms,Online Shopping,0,0,-0
213,Support Activities for Mining and Oil and Gas Extraction,19,E-Coupons & Promotion Management,E-Coupons,0,1,-0
213,Support Activities for Mining and Oil and Gas Extraction,20,Electronic Payments & Financial Transactions,E-Payment,0,0,-0
