isco3d,isco3d_label,tech40_id,tech40_label,tech40_labelshort,cosine3d,n_patent,xposure3d
112,Managing directors and chief executives,25,Location-Based Services & Tracking,Location-Based Services,0,0,-0
112,Managing directors and chief executives,26,Voice Communication,Voice Communication,0,0,-0
112,Managing directors and chief executives,27,Electronic Messaging,Electronic Messaging,0,0,-0
112,Managing directors and chief executives,28,Workflow Management,Workflow Management,0.2510554233459171,5,0.24849024530710967
112,Managing directors and chief executives,29,Cloud Storage & Data Security,Cloud Storage,0,0,-0
112,Managing directors and chief executives,30,Information Processing,Information Processing,0,0,-0
112,Managing directors and chief executives,31,Cloud Computing,Cloud Computing,0,0,-0
112,Managing directors and chief executives,32,Recommender Systems,Recommender Systems,0,0,-0
112,Managing directors and chief executives,33,Social Networking & Media Platforms,Social Networking,0,0,-0
112,Managing directors and chief executives,34,Digital Media Content,Digital Media Content,0.3341850513109516,1,0.3282580575661951
112,Managing directors and chief executives,35,Augmented and Virtual Reality (AR/VR),AR/VR,0,0,-0
112,Managing directors and chief executives,36,Machine Learning & Neural Networks,Machine Learning,0,0,-0
112,Managing directors and chief executives,37,Medical Imaging & Image Processing,Medical Imaging,0,0,-0
112,Managing directors and chief executives,38,Health Monitoring,Health Monitoring,0,0,-0
112,Managing directors and chief executives,39,Medical Information,Medical Information,0,0,-0
112,Managing directors and chief executives,40,E-Healthcare,E-Healthcare,0,0,-0
121,Business services and administration managers,1,3D Printer Hardware,3D Printer Hardware,0,0,-0
121,Business services and administration managers,2,3D Printing,3D Printing,0,0,-0
121,Business services and administration managers,3,Additive Manufacturing,Additive Manufacturing,0,0,-0
121,Business services and administration managers,4,Smart Agriculture & Water Management,Smart Agriculture,0,0,-0
121,Business services and administration managers,5,Internet of Things (IoT),IoT,0,0,-0
121,Business services and administration managers,6,Predictive Energy Management and Distribution,Energy Management,0.09358440050426617,1,0.09344833342738615
121,Business services and administration managers,7,Industrial Automation & Robot Control,Industrial Automation,0,1,-0
121,Business services and administration managers,8,Remote Monitoring & Control Systems,Remote Monitoring,0.07659602767436881,1,0.07652132719629769
121,Business services and administration managers,9,Smart Home & Intelligent Household Control,Smart Home,0,0,-0
121,Business services and administration managers,10,Intelligent Logistics,Intelligent Logistics,0,0,-0
121,Business services and administration managers,11,Autonomous Vehicles & UAVs,Autonomous Vehicles,0.08198818808179649,1,0.08189660986905394
121,Business services and administration managers,12,Parking & Vehicle Space Management,Parking Management,0,0,-0
121,Business services and administration managers,13,Vehicle Telematics & Electric Vehicle Management,Vehicle Telematics,0,0,-0
121,Business services and administration managers,14,Passenger Transportation,Passenger Transportation,0.07953500201121945,1,0.07945138584451927
121,Business services and administration managers,15,Food Ordering & Vending Systems,Food Ordering,0,0,-0
121,Business services and administration managers,16,Digital Advertising,Digital Advertising,0,1,-0
121,Business services and administration managers,17,Electronic Trading and Auctions,E-Trading,0.3579894589807595,4,0.3507530322038258
121,Business services and administration managers,18,Online Shopping Platforms,Online Shopping,0,0,-0
121,Business services and administration managers,19,E-Coupons & Promotion Management,E-Coupons,0,0,-0
121,Business services and administration managers,20,Electronic Payments & Financial Transactions,E-Payment,7.317968552429526,74,2.688115897180266
121,Business services and administration managers,21,Mobile Payments,Mobile Payment,0,1,-0
121,Business services and administration managers,22,Gaming & Wagering Systems,Gaming,0.37307519739598105,5,0.36492178576464895
121,Business services and administration managers,23,Digital Authentication,Digital Authentification,0.3779229315792861,4,0.36946011320939726
121,Business services and administration managers,24,E-Learning,E-Learning,0.48668058073457565,8,0.4692669537651272
121,Business services and administration managers,25,Location-Based Services & Tracking,Location-Based Services,0,0,-0
121,Business services and administration managers,26,Voice Communication,Voice Communication,0.19461353409938004,3,0.19340553212254208
121,Business services and administration managers,27,Electronic Messaging,Electronic Messaging,0.08809173367069233,1,0.08797819547891524
121,Business services and administration managers,28,Workflow Management,Workflow Management,12.847267779073261,127,3.247789586797247
121,Business services and administration managers,29,Cloud Storage & Data Security,Cloud Storage,0,0,-0
121,Business services and administration managers,30,Information Processing,Information Processing,0.58254756594607,10,0.5538020668714959
121,Business services and administration managers,31,Cloud Computing,Cloud Computing,1.5704083634299177,32,1.2331947515169683
121,Business services and administration managers,32,Recommender Systems,Recommender Systems,1.259207643144799,12,1.0533320904380317
121,Business services and administration managers,33,Social Networking & Media Platforms,Social Networking,0.15905749847744022,2,0.15839434726999277
121,Business services and administration managers,34,Digital Media Content,Digital Media Content,0,0,-0
121,Business services and administration managers,35,Augmented and Virtual Reality (AR/VR),AR/VR,0,0,-0
121,Business services and administration managers,36,Machine Learning & Neural Networks,Machine Learning,0,0,-0
121,Business services and administration managers,37,Medical Imaging & Image Processing,Medical Imaging,0,1,-0
121,Business services and administration managers,38,Health Monitoring,Health Monitoring,0,0,-0
121,Business services and administration managers,39,Medical Information,Medical Information,0,0,-0
121,Business services and administration managers,40,E-Healthcare,E-Healthcare,0.1135108210096643,2,0.11326846467199436
122,"Sales, marketing and development managers",1,3D Printer Hardware,3D Printer Hardware,0,0,-0
122,"Sales, marketing and development managers",2,3D Printing,3D Printing,0,0,-0
122,"Sales, marketing and development managers",3,Additive Manufacturing,Additive Manufacturing,0,0,-0
122,"Sales, marketing and development managers",4,Smart Agriculture & Water Management,Smart Agriculture,0,0,-0
122,"Sales, marketing and development managers",5,Internet of Things (IoT),IoT,0,0,-0
122,"Sales, marketing and development managers",6,Predictive Energy Management and Distribution,Energy Management,0.2018620683798259,3,0.20051569080275522
122,"Sales, marketing and development managers",7,Industrial Automation & Robot Control,Industrial Automation,0,0,-0
122,"Sales, marketing and development managers",8,Remote Monitoring & Control Systems,Remote Monitoring,0,0,-0
122,"Sales, marketing and development managers",9,Smart Home & Intelligent Household Control,Smart Home,0,0,-0
122,"Sales, marketing and development managers",10,Intelligent Logistics,Intelligent Logistics,0.1399674967979857,3,0.1395144645561852
122,"Sales, marketing and development managers",11,Autonomous Vehicles & UAVs,Autonomous Vehicles,0,0,-0
122,"Sales, marketing and development managers",12,Parking & Vehicle Space Management,Parking Management,0.11498934863436489,2,0.11473743595112118
122,"Sales, marketing and development managers",13,Vehicle Telematics & Electric Vehicle Management,Vehicle Telematics,0.26322924414217225,3,0.2602804506158905
122,"Sales, marketing and development managers",14,Passenger Transportation,Passenger Transportation,0.5894183732454659,8,0.5597300754156235
122,"Sales, marketing and development managers",15,Food Ordering & Vending Systems,Food Ordering,0.23462352026090977,4,0.23252255921033935
122,"Sales, marketing and development managers",16,Digital Advertising,Digital Advertising,501.9929413248057,4301,6.911734231121019
122,"Sales, marketing and development managers",17,Electronic Trading and Auctions,E-Trading,5.154043156974404,55,2.342209698813154
122,"Sales, marketing and development managers",18,Online Shopping Platforms,Online Shopping,57.980314875837095,428,4.753325093272405
122,"Sales, marketing and development managers",19,E-Coupons & Promotion Management,E-Coupons,44.8850968415699,365,4.497377067907027
122,"Sales, marketing and development managers",20,Electronic Payments & Financial Transactions,E-Payment,0.6644209766446776,6,0.62327562195322606
122,"Sales, marketing and development managers",21,Mobile Payments,Mobile Payment,0.11147504972398896,3,0.11124545373723364
122,"Sales, marketing and development managers",22,Gaming & Wagering Systems,Gaming,0.4537254591846909,11,0.43944462380108623
122,"Sales, marketing and development managers",23,Digital Authentication,Digital Authentification,0,0,-0
122,"Sales, marketing and development managers",24,E-Learning,E-Learning,0,1,-0
122,"Sales, marketing and development managers",25,Location-Based Services & Tracking,Location-Based Services,1.1663240597877438,13,0.9942345093424171
122,"Sales, marketing and development managers",26,Voice Communication,Voice Communication,1.0537110727467491,16,0.9188477223221461
122,"Sales, marketing and development managers",27,Electronic Messaging,Electronic Messaging,1.010768065633453,13,0.8889672987054802
122,"Sales, marketing and development managers",28,Workflow Management,Workflow Management,1.5356659168051798,23,1.2143856575454741
122,"Sales, marketing and development managers",29,Cloud Storage & Data Security,Cloud Storage,0,0,-0
122,"Sales, marketing and development managers",30,Information Processing,Information Processing,2.822586339455038,31,1.7607984566831578
122,"Sales, marketing and development managers",31,Cloud Computing,Cloud Computing,0,0,-0
122,"Sales, marketing and development managers",32,Recommender Systems,Recommender Systems,4.822865395316045,46,2.277094208105614
122,"Sales, marketing and development managers",33,Social Networking & Media Platforms,Social Networking,20.798875322338244,214,3.7286235045639673
122,"Sales, marketing and development managers",34,Digital Media Content,Digital Media Content,6.020650453315266,57,2.495169094429519
122,"Sales, marketing and development managers",35,Augmented and Virtual Reality (AR/VR),AR/VR,0.11677473055440983,3,0.11651094941397752
122,"Sales, marketing and development managers",36,Machine Learning & Neural Networks,Machine Learning,0,0,-0
122,"Sales, marketing and development managers",37,Medical Imaging & Image Processing,Medical Imaging,0,0,-0
122,"Sales, marketing and development managers",38,Health Monitoring,Health Monitoring,0,0,-0
122,"Sales, marketing and development managers",39,Medical Information,Medical Information,0,0,-0
122,"Sales, marketing and development managers",40,E-Healthcare,E-Healthcare,0,0,-0
131,"Production managers in agriculture, forestry and fisheries",1,3D Printer Hardware,3D Printer Hardware,0,0,-0
131,"Production managers in agriculture, forestry and fisheries",2,3D Printing,3D Printing,0,0,-0
131,"Production managers in agriculture, forestry and fisheries",3,Additive Manufacturing,Additive Manufacturing,0,0,-0
131,"Production managers in agriculture, forestry and fisheries",4,Smart Agriculture & Water Management,Smart Agriculture,286.04987847052746,1510,6.349316431724826
131,"Production managers in agriculture, forestry and fisheries",5,Internet of Things (IoT),IoT,81.10576688365099,491,5.088939249925924
131,"Production managers in agriculture, forestry and fisheries",6,Predictive Energy Management and Distribution,Energy Management,2.4475529726017755,21,1.6275746989174282
131,"Production managers in agriculture, forestry and fisheries",7,Industrial Automation & Robot Control,Industrial Automation,3.251044742797767,19,1.894979334391698
131,"Production managers in agriculture, forestry and fisheries",8,Remote Monitoring & Control Systems,Remote Monitoring,4.318430540888814,25,2.169183064859458
131,"Production managers in agriculture, forestry and fisheries",9,Smart Home & Intelligent Household Control,Smart Home,0,0,-0
131,"Production managers in agriculture, forestry and fisheries",10,Intelligent Logistics,Intelligent Logistics,2.6191918602460893,14,1.6906105573262653
131,"Production managers in agriculture, forestry and fisheries",11,Autonomous Vehicles & UAVs,Autonomous Vehicles,3.038525681511972,21,1.830559454747847
131,"Production managers in agriculture, forestry and fisheries",12,Parking & Vehicle Space Management,Parking Management,0,0,-0
131,"Production managers in agriculture, forestry and fisheries",13,Vehicle Telematics & Electric Vehicle Management,Vehicle Telematics,0.743143746438786,5,0.6876531500157288
131,"Production managers in agriculture, forestry and fisheries",14,Passenger Transportation,Passenger Transportation,0.1740448182901452,1,0.17317790156382842
131,"Production managers in agriculture, forestry and fisheries",15,Food Ordering & Vending Systems,Food Ordering,0.48427576517949333,3,0.46710360203165807
131,"Production managers in agriculture, forestry and fisheries",16,Digital Advertising,Digital Advertising,0,0,-0
131,"Production managers in agriculture, forestry and fisheries",17,Electronic Trading and Auctions,E-Trading,1.0322935995280074,6,0.9040252577362458
131,"Production managers in agriculture, forestry and fisheries",18,Online Shopping Platforms,Online Shopping,0.27240895923184927,1,0.26914763960176796
131,"Production managers in agriculture, forestry and fisheries",19,E-Coupons & Promotion Management,E-Coupons,0,0,-0
131,"Production managers in agriculture, forestry and fisheries",20,Electronic Payments & Financial Transactions,E-Payment,0,0,-0
131,"Production managers in agriculture, forestry and fisheries",21,Mobile Payments,Mobile Payment,0,0,-0
131,"Production managers in agriculture, forestry and fisheries",22,Gaming & Wagering Systems,Gaming,0,0,-0
131,"Production managers in agriculture, forestry and fisheries",23,Digital Authentication,Digital Authentification,0,0,-0
131,"Production managers in agriculture, forestry and fisheries",24,E-Learning,E-Learning,0,0,-0
131,"Production managers in agriculture, forestry and fisheries",25,Location-Based Services & Tracking,Location-Based Services,0.18269479190888552,1,0.181693447731445
131,"Production managers in agriculture, forestry and fisheries",26,Voice Communication,Voice Communication,0.4447813406940233,2,0.43128602314664616
131,"Production managers in agriculture, forestry and fisheries",27,Electronic Messaging,Electronic Messaging,0,0,-0
131,"Production managers in agriculture, forestry and fisheries",28,Workflow Management,Workflow Management,8.302439292443793,42,2.813303811020312
131,"Production managers in agriculture, forestry and fisheries",29,Cloud Storage & Data Security,Cloud Storage,0,1,-0
131,"Production managers in agriculture, forestry and fisheries",30,Information Processing,Information Processing,0.14651864049896896,2,0.14599940442479034
131,"Production managers in agriculture, forestry and fisheries",31,Cloud Computing,Cloud Computing,6.984227865439913,49,2.6418877782038117
131,"Production managers in agriculture, forestry and fisheries",32,Recommender Systems,Recommender Systems,0.20356352864565544,1,0.20218323407537703
131,"Production managers in agriculture, forestry and fisheries",33,Social Networking & Media Platforms,Social Networking,0,0,-0
131,"Production managers in agriculture, forestry and fisheries",34,Digital Media Content,Digital Media Content,0,0,-0
131,"Production managers in agriculture, forestry and fisheries",35,Augmented and Virtual Reality (AR/VR),AR/VR,0,1,-0
131,"Production managers in agriculture, forestry and fisheries",36,Machine Learning & Neural Networks,Machine Learning,0,0,-0
131,"Production managers in agriculture, forestry and fisheries",37,Medical Imaging & Image Processing,Medical Imaging,0.1917916535732812,1,0.19063488888844904
131,"Production managers in agriculture, forestry and fisheries",38,Health Monitoring,Health Monitoring,0,0,-0
131,"Production managers in agriculture, forestry and fisheries",39,Medical Information,Medical Information,0,0,-0
131,"Production managers in agriculture, forestry and fisheries",40,E-Healthcare,E-Healthcare,0,1,-0
132,"Manufacturing, mining, construction, and distribution managers",1,3D Printer Hardware,3D Printer Hardware,0.8074439170668473,9,0.7384704308661213
132,"Manufacturing, mining, construction, and distribution managers",2,3D Printing,3D Printing,2.238604054549929,24,1.5455198125448202
132,"Manufacturing, mining, construction, and distribution managers",3,Additive Manufacturing,Additive Manufacturing,2.6976934511313675,31,1.7182504526304754
132,"Manufacturing, mining, construction, and distribution managers",4,Smart Agriculture & Water Management,Smart Agriculture,1.070845383775616,17,0.9305923139527396
132,"Manufacturing, mining, construction, and distribution managers",5,Internet of Things (IoT),IoT,11.698873905972912,147,3.154461421180306
132,"Manufacturing, mining, construction, and distribution managers",6,Predictive Energy Management and Distribution,Energy Management,47.667731904661125,574,4.557511876311145
132,"Manufacturing, mining, construction, and distribution managers",7,Industrial Automation & Robot Control,Industrial Automation,25.30157385595345,234,3.9244040750292157
132,"Manufacturing, mining, construction, and distribution managers",8,Remote Monitoring & Control Systems,Remote Monitoring,23.72742903168493,246,3.86022266403671
132,"Manufacturing, mining, construction, and distribution managers",9,Smart Home & Intelligent Household Control,Smart Home,0.6730726380797172,9,0.630467326311795
132,"Manufacturing, mining, construction, and distribution managers",10,Intelligent Logistics,Intelligent Logistics,155.69433849575614,1474,5.74105221018122
132,"Manufacturing, mining, construction, and distribution managers",11,Autonomous Vehicles & UAVs,Autonomous Vehicles,0.3481761411217096,8,0.3414996017288024
132,"Manufacturing, mining, construction, and distribution managers",12,Parking & Vehicle Space Management,Parking Management,0.9801193041417248,15,0.8672457128385815
132,"Manufacturing, mining, construction, and distribution managers",13,Vehicle Telematics & Electric Vehicle Management,Vehicle Telematics,10.039731110779893,122,3.002168587936162
132,"Manufacturing, mining, construction, and distribution managers",14,Passenger Transportation,Passenger Transportation,6.202363835301387,66,2.524513899543057
132,"Manufacturing, mining, construction, and distribution managers",15,Food Ordering & Vending Systems,Food Ordering,32.85939142898241,333,4.185616229815063
132,"Manufacturing, mining, construction, and distribution managers",16,Digital Advertising,Digital Advertising,0.3362549140594291,10,0.33022058795576936
132,"Manufacturing, mining, construction, and distribution managers",17,Electronic Trading and Auctions,E-Trading,6.766381906226127,82,2.610529936704033
132,"Manufacturing, mining, construction, and distribution managers",18,Online Shopping Platforms,Online Shopping,187.6364925783572,1833,5.927660822247209
132,"Manufacturing, mining, construction, and distribution managers",19,E-Coupons & Promotion Management,E-Coupons,11.060422264064394,135,3.098557722432025
132,"Manufacturing, mining, construction, and distribution managers",20,Electronic Payments & Financial Transactions,E-Payment,14.639400414827824,159,3.3780282204240453
132,"Manufacturing, mining, construction, and distribution managers",21,Mobile Payments,Mobile Payment,1.864284300482877,29,1.3812404318669325
132,"Manufacturing, mining, construction, and distribution managers",22,Gaming & Wagering Systems,Gaming,1.4339933862382017,26,1.157582727831352
132,"Manufacturing, mining, construction, and distribution managers",23,Digital Authentication,Digital Authentification,0.4353507863116144,6,0.42265431893356403
132,"Manufacturing, mining, construction, and distribution managers",24,E-Learning,E-Learning,0,1,-0
132,"Manufacturing, mining, construction, and distribution managers",25,Location-Based Services & Tracking,Location-Based Services,2.850151750531335,36,1.769964100566473
132,"Manufacturing, mining, construction, and distribution managers",26,Voice Communication,Voice Communication,2.0499622623005402,29,1.46575858392604
132,"Manufacturing, mining, construction, and distribution managers",27,Electronic Messaging,Electronic Messaging,0.19472682202281766,8,0.19351673258590446
132,"Manufacturing, mining, construction, and distribution managers",28,Workflow Management,Workflow Management,76.88492831469448,700,5.035499336411453
132,"Manufacturing, mining, construction, and distribution managers",29,Cloud Storage & Data Security,Cloud Storage,10.56132702659813,151,3.0525799340782833
132,"Manufacturing, mining, construction, and distribution managers",30,Information Processing,Information Processing,6.759480619969194,71,2.6095204547730453
132,"Manufacturing, mining, construction, and distribution managers",31,Cloud Computing,Cloud Computing,12.92770448232583,189,3.2540123594192174
132,"Manufacturing, mining, construction, and distribution managers",32,Recommender Systems,Recommender Systems,0.24519759378202197,7,0.24280482479753215
132,"Manufacturing, mining, construction, and distribution managers",33,Social Networking & Media Platforms,Social Networking,0.17245555021489256,3,0.1716119612229995
132,"Manufacturing, mining, construction, and distribution managers",34,Digital Media Content,Digital Media Content,5.34864909116727,67,2.3786176279835747
132,"Manufacturing, mining, construction, and distribution managers",35,Augmented and Virtual Reality (AR/VR),AR/VR,0.18337575801644004,3,0.1823632858334373
132,"Manufacturing, mining, construction, and distribution managers",36,Machine Learning & Neural Networks,Machine Learning,0,1,-0
132,"Manufacturing, mining, construction, and distribution managers",37,Medical Imaging & Image Processing,Medical Imaging,0,2,-0
132,"Manufacturing, mining, construction, and distribution managers",38,Health Monitoring,Health Monitoring,0,0,-0
132,"Manufacturing, mining, construction, and distribution managers",39,Medical Information,Medical Information,1.665277046334739,16,1.283080489749729
132,"Manufacturing, mining, construction, and distribution managers",40,E-Healthcare,E-Healthcare,0.8390529836820444,10,0.7628739176017031
133,Information and communications technology service managers,1,3D Printer Hardware,3D Printer Hardware,0,0,-0
133,Information and communications technology service managers,2,3D Printing,3D Printing,0.7700903096835243,4,0.7091419944373996
133,Information and communications technology service managers,3,Additive Manufacturing,Additive Manufacturing,0,0,-0
133,Information and communications technology service managers,4,Smart Agriculture & Water Management,Smart Agriculture,0.8778411426196899,5,0.7923053983489592
133,Information and communications technology service managers,5,Internet of Things (IoT),IoT,45.802810149170526,166,4.5176117724036375
133,Information and communications technology service managers,6,Predictive Energy Management and Distribution,Energy Management,38.32707000467141,125,4.339473760228345
133,Information and communications technology service managers,7,Industrial Automation & Robot Control,Industrial Automation,10.88658024284608,36,3.0827807885451866
133,Information and communications technology service managers,8,Remote Monitoring & Control Systems,Remote Monitoring,68.44695236279647,183,4.919259565439977
133,Information and communications technology service managers,9,Smart Home & Intelligent Household Control,Smart Home,74.415606686187175,242,5.002858009870395
133,Information and communications technology service managers,10,Intelligent Logistics,Intelligent Logistics,3.782727338714943,10,2.0406230593527503
133,Information and communications technology service managers,11,Autonomous Vehicles & UAVs,Autonomous Vehicles,1.2823163969126747,4,1.0676229199825369
133,Information and communications technology service managers,12,Parking & Vehicle Space Management,Parking Management,1.2516433168219159,5,1.0486191732197623
133,Information and communications technology service managers,13,Vehicle Telematics & Electric Vehicle Management,Vehicle Telematics,23.552631312656704,67,3.8528350960342563
133,Information and communications technology service managers,14,Passenger Transportation,Passenger Transportation,36.99245993718711,96,4.304043926411621
133,Information and communications technology service managers,15,Food Ordering & Vending Systems,Food Ordering,10.890884807247017,26,3.0831744547165725
133,Information and communications technology service managers,16,Digital Advertising,Digital Advertising,136.8553309061375,410,5.612084917406541
133,Information and communications technology service managers,17,Electronic Trading and Auctions,E-Trading,10.61959014963284,30,3.058057057892191
133,Information and communications technology service managers,18,Online Shopping Platforms,Online Shopping,111.13957855751397,289,5.403954295421242
133,Information and communications technology service managers,19,E-Coupons & Promotion Management,E-Coupons,5.910131217143971,21,2.476896817727244
133,Information and communications technology service managers,20,Electronic Payments & Financial Transactions,E-Payment,54.25969138425844,146,4.687013704426668
133,Information and communications technology service managers,21,Mobile Payments,Mobile Payment,42.70233442506036,129,4.447537841275368
133,Information and communications technology service managers,22,Gaming & Wagering Systems,Gaming,78.77280543139383,255,5.05975529576983
133,Information and communications technology service managers,23,Digital Authentication,Digital Authentification,289.86499041322355,950,6.362565420247147
133,Information and communications technology service managers,24,E-Learning,E-Learning,535.5909294026918,1486,6.976518730350315
133,Information and communications technology service managers,25,Location-Based Services & Tracking,Location-Based Services,122.19446018912191,349,5.498777635023967
133,Information and communications technology service managers,26,Voice Communication,Voice Communication,380.1828673906668,1017,6.63380127713415
133,Information and communications technology service managers,27,Electronic Messaging,Electronic Messaging,125.22432621842185,332,5.523269861567013
133,Information and communications technology service managers,28,Workflow Management,Workflow Management,319.77412617833465,811,6.460764516275093
133,Information and communications technology service managers,29,Cloud Storage & Data Security,Cloud Storage,147.6322283096574,481,5.6878828880518375
133,Information and communications technology service managers,30,Information Processing,Information Processing,368.8338365889848,926,6.603495253546104
133,Information and communications technology service managers,31,Cloud Computing,Cloud Computing,1276.83017081754,3833,7.845283190348992
133,Information and communications technology service managers,32,Recommender Systems,Recommender Systems,310.49320406591977,947,6.431311787816378
133,Information and communications technology service managers,33,Social Networking & Media Platforms,Social Networking,178.55267273198223,569,5.878038665138695
133,Information and communications technology service managers,34,Digital Media Content,Digital Media Content,372.0450549190995,1039,6.612163948997954
133,Information and communications technology service managers,35,Augmented and Virtual Reality (AR/VR),AR/VR,50.2532790655838,150,4.61032196024007
133,Information and communications technology service managers,36,Machine Learning & Neural Networks,Machine Learning,4.162825451292061,16,2.1334652614952847
133,Information and communications technology service managers,37,Medical Imaging & Image Processing,Medical Imaging,5.421087236842149,21,2.391843850890973
133,Information and communications technology service managers,38,Health Monitoring,Health Monitoring,7.300967642536796,22,2.6858114865377702
133,Information and communications technology service managers,39,Medical Information,Medical Information,4.377219190528779,12,2.182360584873974
133,Information and communications technology service managers,40,E-Healthcare,E-Healthcare,22.534714339226397,58,3.8086961040226015
134,Professional services managers,1,3D Printer Hardware,3D Printer Hardware,0,0,-0
