nace3d,nace3d_label,tech40_id,tech40_label,tech40_labelshort,cosine3d,n_patent,xposure3d
01.4,Animal production,14,Passenger Transportation,Passenger Transportation,0,0,-0
01.4,Animal production,15,Food Ordering & Vending Systems,Food Ordering,0,0,-0
01.4,Animal production,16,Digital Advertising,Digital Advertising,0,1,-0
01.4,Animal production,17,Electronic Trading and Auctions,E-Trading,0,0,-0
01.4,Animal production,18,Online Shopping Platforms,Online Shopping,0,0,-0
01.4,Animal production,19,E-Coupons & Promotion Management,E-Coupons,0,0,-0
01.4,Animal production,20,Electronic Payments & Financial Transactions,E-Payment,0,0,-0
01.4,Animal production,21,Mobile Payments,Mobile Payment,0,0,-0
01.4,Animal production,22,Gaming & Wagering Systems,Gaming,0,0,-0
01.4,Animal production,23,Digital Authentication,Digital Authentification,0,0,-0
01.4,Animal production,24,E-Learning,E-Learning,0,0,-0
01.4,Animal production,25,Location-Based Services & Tracking,Location-Based Services,0,0,-0
01.4,Animal production,26,Voice Communication,Voice Communication,0,0,-0
01.4,Animal production,27,Electronic Messaging,Electronic Messaging,0,0,-0
01.4,Animal production,28,Workflow Management,Workflow Management,0,8,-0
01.4,Animal production,29,Cloud Storage & Data Security,Cloud Storage,0,0,-0
01.4,Animal production,30,Information Processing,Information Processing,0,0,-0
01.4,Animal production,31,Cloud Computing,Cloud Computing,1.251820962017231,6,1.0487300535803108
01.4,Animal production,32,Recommender Systems,Recommender Systems,0,0,-0
01.4,Animal production,33,Social Networking & Media Platforms,Social Networking,0,0,-0
01.4,Animal production,34,Digital Media Content,Digital Media Content,0,0,-0
01.4,Animal production,35,Augmented and Virtual Reality (AR/VR),AR/VR,0,0,-0
01.4,Animal production,36,Machine Learning & Neural Networks,Machine Learning,0.5911928408489537,9,0.5612581653566343
01.4,Animal production,37,Medical Imaging & Image Processing,Medical Imaging,0,0,-0
01.4,Animal production,38,Health Monitoring,Health Monitoring,0,1,-0
01.4,Animal production,39,Medical Information,Medical Information,0,0,-0
01.4,Animal production,40,E-Healthcare,E-Healthcare,0,0,-0
01.5,Mixed farming,1,3D Printer Hardware,3D Printer Hardware,0,0,-0
01.5,Mixed farming,2,3D Printing,3D Printing,0,0,-0
01.5,Mixed farming,3,Additive Manufacturing,Additive Manufacturing,0,0,-0
01.5,Mixed farming,4,Smart Agriculture & Water Management,Smart Agriculture,16.72732717366757,48,3.5110832094727566
01.5,Mixed farming,5,Internet of Things (IoT),IoT,6.933313578326444,23,2.6346455799438244
01.5,Mixed farming,6,Predictive Energy Management and Distribution,Energy Management,0,0,-0
01.5,Mixed farming,7,Industrial Automation & Robot Control,Industrial Automation,0,1,-0
01.5,Mixed farming,8,Remote Monitoring & Control Systems,Remote Monitoring,0,0,-0
01.5,Mixed farming,9,Smart Home & Intelligent Household Control,Smart Home,0,0,-0
01.5,Mixed farming,10,Intelligent Logistics,Intelligent Logistics,0,0,-0
01.5,Mixed farming,11,Autonomous Vehicles & UAVs,Autonomous Vehicles,0,0,-0
01.5,Mixed farming,12,Parking & Vehicle Space Management,Parking Management,0,0,-0
01.5,Mixed farming,13,Vehicle Telematics & Electric Vehicle Management,Vehicle Telematics,0,0,-0
01.5,Mixed farming,14,Passenger Transportation,Passenger Transportation,0,0,-0
01.5,Mixed farming,15,Food Ordering & Vending Systems,Food Ordering,0,0,-0
01.5,Mixed farming,16,Digital Advertising,Digital Advertising,0,0,-0
01.5,Mixed farming,17,Electronic Trading and Auctions,E-Trading,0,0,-0
01.5,Mixed farming,18,Online Shopping Platforms,Online Shopping,0,0,-0
01.5,Mixed farming,19,E-Coupons & Promotion Management,E-Coupons,0,0,-0
01.5,Mixed farming,20,Electronic Payments & Financial Transactions,E-Payment,0,0,-0
01.5,Mixed farming,21,Mobile Payments,Mobile Payment,0,0,-0
01.5,Mixed farming,22,Gaming & Wagering Systems,Gaming,0,0,-0
01.5,Mixed farming,23,Digital Authentication,Digital Authentification,0,0,-0
01.5,Mixed farming,24,E-Learning,E-Learning,0,0,-0
01.5,Mixed farming,25,Location-Based Services & Tracking,Location-Based Services,0,0,-0
01.5,Mixed farming,26,Voice Communication,Voice Communication,0,0,-0
01.5,Mixed farming,27,Electronic Messaging,Electronic Messaging,0,0,-0
01.5,Mixed farming,28,Workflow Management,Workflow Management,0,3,-0
01.5,Mixed farming,29,Cloud Storage & Data Security,Cloud Storage,0,0,-0
01.5,Mixed farming,30,Information Processing,Information Processing,0,0,-0
01.5,Mixed farming,31,Cloud Computing,Cloud Computing,0.3118625660610565,2,0.30701659427752637
01.5,Mixed farming,32,Recommender Systems,Recommender Systems,0,0,-0
01.5,Mixed farming,33,Social Networking & Media Platforms,Social Networking,0,0,-0
01.5,Mixed farming,34,Digital Media Content,Digital Media Content,0,0,-0
01.5,Mixed farming,35,Augmented and Virtual Reality (AR/VR),AR/VR,0,0,-0
01.5,Mixed farming,36,Machine Learning & Neural Networks,Machine Learning,0,0,-0
01.5,Mixed farming,37,Medical Imaging & Image Processing,Medical Imaging,0,0,-0
01.5,Mixed farming,38,Health Monitoring,Health Monitoring,0,0,-0
01.5,Mixed farming,39,Medical Information,Medical Information,0,0,-0
01.5,Mixed farming,40,E-Healthcare,E-Healthcare,0,0,-0
01.6,Support activities to agriculture and post-harvest crop activities,1,3D Printer Hardware,3D Printer Hardware,0,0,-0
01.6,Support activities to agriculture and post-harvest crop activities,2,3D Printing,3D Printing,0,0,-0
01.6,Support activities to agriculture and post-harvest crop activities,3,Additive Manufacturing,Additive Manufacturing,0,0,-0
01.6,Support activities to agriculture and post-harvest crop activities,4,Smart Agriculture & Water Management,Smart Agriculture,740.7087247527279,1726,7.300755100237924
01.6,Support activities to agriculture and post-harvest crop activities,5,Internet of Things (IoT),IoT,189.150281671074,477,5.935696008273546
01.6,Support activities to agriculture and post-harvest crop activities,6,Predictive Energy Management and Distribution,Energy Management,4.376937217981841,22,2.1822977827484435
01.6,Support activities to agriculture and post-harvest crop activities,7,Industrial Automation & Robot Control,Industrial Automation,17.943760294480406,52,3.5811651656807717
01.6,Support activities to agriculture and post-harvest crop activities,8,Remote Monitoring & Control Systems,Remote Monitoring,22.33145916798098,61,3.799644522713977
01.6,Support activities to agriculture and post-harvest crop activities,9,Smart Home & Intelligent Household Control,Smart Home,3.427115869298448,13,1.9455025127098198
01.6,Support activities to agriculture and post-harvest crop activities,10,Intelligent Logistics,Intelligent Logistics,0.469157561557287,3,0.45345680855878506
01.6,Support activities to agriculture and post-harvest crop activities,11,Autonomous Vehicles & UAVs,Autonomous Vehicles,8.73001734673318,31,2.863178785349073
01.6,Support activities to agriculture and post-harvest crop activities,12,Parking & Vehicle Space Management,Parking Management,0.30360268047016703,1,0.2991220736613974
01.6,Support activities to agriculture and post-harvest crop activities,13,Vehicle Telematics & Electric Vehicle Management,Vehicle Telematics,1.9080959422245423,4,1.4017627425415824
01.6,Support activities to agriculture and post-harvest crop activities,14,Passenger Transportation,Passenger Transportation,0,0,-0
01.6,Support activities to agriculture and post-harvest crop activities,15,Food Ordering & Vending Systems,Food Ordering,1.7460254034202518,5,1.3239241250370755
01.6,Support activities to agriculture and post-harvest crop activities,16,Digital Advertising,Digital Advertising,0,1,-0
01.6,Support activities to agriculture and post-harvest crop activities,17,Electronic Trading and Auctions,E-Trading,0,0,-0
01.6,Support activities to agriculture and post-harvest crop activities,18,Online Shopping Platforms,Online Shopping,1.5853163640431376,7,1.241175246026594
01.6,Support activities to agriculture and post-harvest crop activities,19,E-Coupons & Promotion Management,E-Coupons,0,0,-0
01.6,Support activities to agriculture and post-harvest crop activities,20,Electronic Payments & Financial Transactions,E-Payment,0,0,-0
01.6,Support activities to agriculture and post-harvest crop activities,21,Mobile Payments,Mobile Payment,0.4684851303869896,2,0.45284796644589703
01.6,Support activities to agriculture and post-harvest crop activities,22,Gaming & Wagering Systems,Gaming,0,1,-0
01.6,Support activities to agriculture and post-harvest crop activities,23,Digital Authentication,Digital Authentification,0,0,-0
01.6,Support activities to agriculture and post-harvest crop activities,24,E-Learning,E-Learning,1.2540106403306681,7,1.0500959911535397
01.6,Support activities to agriculture and post-harvest crop activities,25,Location-Based Services & Tracking,Location-Based Services,0,0,-0
01.6,Support activities to agriculture and post-harvest crop activities,26,Voice Communication,Voice Communication,0.35523757215968726,1,0.34816103122685466
01.6,Support activities to agriculture and post-harvest crop activities,27,Electronic Messaging,Electronic Messaging,0.3811294583136765,3,0.3724579924456746
01.6,Support activities to agriculture and post-harvest crop activities,28,Workflow Management,Workflow Management,15.781550549715597,56,3.452991028495496
01.6,Support activities to agriculture and post-harvest crop activities,29,Cloud Storage & Data Security,Cloud Storage,0,0,-0
01.6,Support activities to agriculture and post-harvest crop activities,30,Information Processing,Information Processing,0.24912125559458512,2,0.24661386620423975
01.6,Support activities to agriculture and post-harvest crop activities,31,Cloud Computing,Cloud Computing,11.946992706419808,45,3.175373737931632
01.6,Support activities to agriculture and post-harvest crop activities,32,Recommender Systems,Recommender Systems,0.41084790901432866,2,0.4000884136977844
01.6,Support activities to agriculture and post-harvest crop activities,33,Social Networking & Media Platforms,Social Networking,0,0,-0
01.6,Support activities to agriculture and post-harvest crop activities,34,Digital Media Content,Digital Media Content,0,0,-0
01.6,Support activities to agriculture and post-harvest crop activities,35,Augmented and Virtual Reality (AR/VR),AR/VR,0.3090277189933654,3,0.30430921101204506
01.6,Support activities to agriculture and post-harvest crop activities,36,Machine Learning & Neural Networks,Machine Learning,3.677371137416472,18,2.013339694472572
01.6,Support activities to agriculture and post-harvest crop activities,37,Medical Imaging & Image Processing,Medical Imaging,2.086604336240093,8,1.481708571354471
01.6,Support activities to agriculture and post-harvest crop activities,38,Health Monitoring,Health Monitoring,0,0,-0
01.6,Support activities to agriculture and post-harvest crop activities,39,Medical Information,Medical Information,0,1,-0
01.6,Support activities to agriculture and post-harvest crop activities,40,E-Healthcare,E-Healthcare,0.7847036223440091,4,0.7206791823412185
01.7,"Hunting, trapping and related service activities",1,3D Printer Hardware,3D Printer Hardware,0,0,-0
01.7,"Hunting, trapping and related service activities",2,3D Printing,3D Printing,0,0,-0
01.7,"Hunting, trapping and related service activities",3,Additive Manufacturing,Additive Manufacturing,0,0,-0
01.7,"Hunting, trapping and related service activities",4,Smart Agriculture & Water Management,Smart Agriculture,0,0,-0
01.7,"Hunting, trapping and related service activities",5,Internet of Things (IoT),IoT,0,1,-0
01.7,"Hunting, trapping and related service activities",6,Predictive Energy Management and Distribution,Energy Management,0,0,-0
01.7,"Hunting, trapping and related service activities",7,Industrial Automation & Robot Control,Industrial Automation,0,0,-0
01.7,"Hunting, trapping and related service activities",8,Remote Monitoring & Control Systems,Remote Monitoring,0,0,-0
01.7,"Hunting, trapping and related service activities",9,Smart Home & Intelligent Household Control,Smart Home,0,0,-0
01.7,"Hunting, trapping and related service activities",10,Intelligent Logistics,Intelligent Logistics,0,0,-0
01.7,"Hunting, trapping and related service activities",11,Autonomous Vehicles & UAVs,Autonomous Vehicles,0.2448458254390933,1,0.24246316292404602
01.7,"Hunting, trapping and related service activities",12,Parking & Vehicle Space Management,Parking Management,0,0,-0
01.7,"Hunting, trapping and related service activities",13,Vehicle Telematics & Electric Vehicle Management,Vehicle Telematics,0,0,-0
01.7,"Hunting, trapping and related service activities",14,Passenger Transportation,Passenger Transportation,0,0,-0
01.7,"Hunting, trapping and related service activities",15,Food Ordering & Vending Systems,Food Ordering,0,0,-0
01.7,"Hunting, trapping and related service activities",16,Digital Advertising,Digital Advertising,0.6270055647404917,2,0.591843634659117
01.7,"Hunting, trapping and related service activities",17,Electronic Trading and Auctions,E-Trading,0,0,-0
01.7,"Hunting, trapping and related service activities",18,Online Shopping Platforms,Online Shopping,0,0,-0
01.7,"Hunting, trapping and related service activities",19,E-Coupons & Promotion Management,E-Coupons,0,0,-0
01.7,"Hunting, trapping and related service activities",20,Electronic Payments & Financial Transactions,E-Payment,0,0,-0
01.7,"Hunting, trapping and related service activities",21,Mobile Payments,Mobile Payment,0,0,-0
01.7,"Hunting, trapping and related service activities",22,Gaming & Wagering Systems,Gaming,0,0,-0
01.7,"Hunting, trapping and related service activities",23,Digital Authentication,Digital Authentification,0,0,-0
01.7,"Hunting, trapping and related service activities",24,E-Learning,E-Learning,0,0,-0
01.7,"Hunting, trapping and related service activities",25,Location-Based Services & Tracking,Location-Based Services,0,1,-0
01.7,"Hunting, trapping and related service activities",26,Voice Communication,Voice Communication,0,0,-0
01.7,"Hunting, trapping and related service activities",27,Electronic Messaging,Electronic Messaging,0,0,-0
01.7,"Hunting, trapping and related service activities",28,Workflow Management,Workflow Management,0,0,-0
01.7,"Hunting, trapping and related service activities",29,Cloud Storage & Data Security,Cloud Storage,0,0,-0
01.7,"Hunting, trapping and related service activities",30,Information Processing,Information Processing,0,0,-0
01.7,"Hunting, trapping and related service activities",31,Cloud Computing,Cloud Computing,0,0,-0
01.7,"Hunting, trapping and related service activities",32,Recommender Systems,Recommender Systems,0,0,-0
01.7,"Hunting, trapping and related service activities",33,Social Networking & Media Platforms,Social Networking,0,0,-0
01.7,"Hunting, trapping and related service activities",34,Digital Media Content,Digital Media Content,0,0,-0
01.7,"Hunting, trapping and related service activities",35,Augmented and Virtual Reality (AR/VR),AR/VR,0,0,-0
01.7,"Hunting, trapping and related service activities",36,Machine Learning & Neural Networks,Machine Learning,0,0,-0
01.7,"Hunting, trapping and related service activities",37,Medical Imaging & Image Processing,Medical Imaging,0,0,-0
01.7,"Hunting, trapping and related service activities",38,Health Monitoring,Health Monitoring,0,0,-0
01.7,"Hunting, trapping and related service activities",39,Medical Information,Medical Information,0,0,-0
01.7,"Hunting, trapping and related service activities",40,E-Healthcare,E-Healthcare,0,0,-0
02.1,Silviculture and other forestry activities,1,3D Printer Hardware,3D Printer Hardware,0,0,-0
02.1,Silviculture and other forestry activities,2,3D Printing,3D Printing,0,0,-0
02.1,Silviculture and other forestry activities,3,Additive Manufacturing,Additive Manufacturing,0,0,-0
02.1,Silviculture and other forestry activities,4,Smart Agriculture & Water Management,Smart Agriculture,0.30769082839823364,3,0.3030316788465041
02.1,Silviculture and other forestry activities,5,Internet of Things (IoT),IoT,1.3172593961574324,6,1.0889305831548661
02.1,Silviculture and other forestry activities,6,Predictive Energy Management and Distribution,Energy Management,0,0,-0
02.1,Silviculture and other forestry activities,7,Industrial Automation & Robot Control,Industrial Automation,0,0,-0
02.1,Silviculture and other forestry activities,8,Remote Monitoring & Control Systems,Remote Monitoring,0,0,-0
02.1,Silviculture and other forestry activities,9,Smart Home & Intelligent Household Control,Smart Home,0,0,-0
02.1,Silviculture and other forestry activities,10,Intelligent Logistics,Intelligent Logistics,0,0,-0
02.1,Silviculture and other forestry activities,11,Autonomous Vehicles & UAVs,Autonomous Vehicles,0,0,-0
02.1,Silviculture and other forestry activities,12,Parking & Vehicle Space Management,Parking Management,0,0,-0
02.1,Silviculture and other forestry activities,13,Vehicle Telematics & Electric Vehicle Management,Vehicle Telematics,0,0,-0
02.1,Silviculture and other forestry activities,14,Passenger Transportation,Passenger Transportation,0,0,-0
02.1,Silviculture and other forestry activities,15,Food Ordering & Vending Systems,Food Ordering,0,0,-0
02.1,Silviculture and other forestry activities,16,Digital Advertising,Digital Advertising,0,0,-0
02.1,Silviculture and other forestry activities,17,Electronic Trading and Auctions,E-Trading,0,0,-0
02.1,Silviculture and other forestry activities,18,Online Shopping Platforms,Online Shopping,0,0,-0
02.1,Silviculture and other forestry activities,19,E-Coupons & Promotion Management,E-Coupons,0,0,-0
02.1,Silviculture and other forestry activities,20,Electronic Payments & Financial Transactions,E-Payment,0,0,-0
02.1,Silviculture and other forestry activities,21,Mobile Payments,Mobile Payment,0,0,-0
02.1,Silviculture and other forestry activities,22,Gaming & Wagering Systems,Gaming,0,0,-0
02.1,Silviculture and other forestry activities,23,Digital Authentication,Digital Authentification,0,0,-0
02.1,Silviculture and other forestry activities,24,E-Learning,E-Learning,0,0,-0
