nace2d,nace2d_label,tech40_id,tech40_label,tech40_labelshort,cosine2d,n_patent,xposure2d
01,"Crop and animal production, hunting and related service activities",35,Augmented and Virtual Reality (AR/VR),AR/VR,0.0441468169990522,6,0.044132489634005935
01,"Crop and animal production, hunting and related service activities",36,Machine Learning & Neural Networks,Machine Learning,2.716622360681854,107,1.724809460630792
01,"Crop and animal production, hunting and related service activities",37,Medical Imaging & Image Processing,Medical Imaging,0.3257034646649829,9,0.3202035816561987
01,"Crop and animal production, hunting and related service activities",38,Health Monitoring,Health Monitoring,0,1,-0
01,"Crop and animal production, hunting and related service activities",39,Medical Information,Medical Information,0.03412561366170314,4,0.03411899359043793
01,"Crop and animal production, hunting and related service activities",40,E-Healthcare,E-Healthcare,0.11210051747771559,4,0.1118670496504737
02,Forestry and logging,1,3D Printer Hardware,3D Printer Hardware,0,0,-0
02,Forestry and logging,2,3D Printing,3D Printing,0,0,-0
02,Forestry and logging,3,Additive Manufacturing,Additive Manufacturing,0,0,-0
02,Forestry and logging,4,Smart Agriculture & Water Management,Smart Agriculture,0.5867985706675116,17,0.5574718528978985
02,Forestry and logging,5,Internet of Things (IoT),IoT,1.4135611179081582,23,1.145839087855992
02,Forestry and logging,6,Predictive Energy Management and Distribution,Energy Management,0.5880786728691303,13,0.5585756008591344
02,Forestry and logging,7,Industrial Automation & Robot Control,Industrial Automation,0,0,-0
02,Forestry and logging,8,Remote Monitoring & Control Systems,Remote Monitoring,0.19104360889844177,4,0.1899001832091334
02,Forestry and logging,9,Smart Home & Intelligent Household Control,Smart Home,0,0,-0
02,Forestry and logging,10,Intelligent Logistics,Intelligent Logistics,0.07360639208678722,1,0.07354008825533197
02,Forestry and logging,11,Autonomous Vehicles & UAVs,Autonomous Vehicles,0,0,-0
02,Forestry and logging,12,Parking & Vehicle Space Management,Parking Management,0,0,-0
02,Forestry and logging,13,Vehicle Telematics & Electric Vehicle Management,Vehicle Telematics,0.08491521755569667,1,0.08481349906862663
02,Forestry and logging,14,Passenger Transportation,Passenger Transportation,0.06887533349481839,1,0.06882099414686502
02,Forestry and logging,15,Food Ordering & Vending Systems,Food Ordering,0,0,-0
02,Forestry and logging,16,Digital Advertising,Digital Advertising,0.19417697432416134,6,0.1929769943825422
02,Forestry and logging,17,Electronic Trading and Auctions,E-Trading,0,0,-0
02,Forestry and logging,18,Online Shopping Platforms,Online Shopping,0,0,-0
02,Forestry and logging,19,E-Coupons & Promotion Management,E-Coupons,0.1876094901304673,2,0.18652600640671893
02,Forestry and logging,20,Electronic Payments & Financial Transactions,E-Payment,0,0,-0
02,Forestry and logging,21,Mobile Payments,Mobile Payment,0,0,-0
02,Forestry and logging,22,Gaming & Wagering Systems,Gaming,0.047042628038289874,2,0.047025294335866816
02,Forestry and logging,23,Digital Authentication,Digital Authentification,0.28544696081435394,5,0.28170619082378545
02,Forestry and logging,24,E-Learning,E-Learning,0,1,-0
02,Forestry and logging,25,Location-Based Services & Tracking,Location-Based Services,0.0715604356790437,3,0.07149950040338426
02,Forestry and logging,26,Voice Communication,Voice Communication,0.14773851451751988,2,0.1472062857395889
02,Forestry and logging,27,Electronic Messaging,Electronic Messaging,0.07840604723431445,1,0.07832593502081686
02,Forestry and logging,28,Workflow Management,Workflow Management,1.3745907085588627,23,1.1231239191715552
02,Forestry and logging,29,Cloud Storage & Data Security,Cloud Storage,0.7161081080992048,11,0.6658129083353309
02,Forestry and logging,30,Information Processing,Information Processing,0.36995118246772596,4,0.3619933367765104
02,Forestry and logging,31,Cloud Computing,Cloud Computing,1.3955632850564932,22,1.1354005495683652
02,Forestry and logging,32,Recommender Systems,Recommender Systems,0.0451815564714099,1,0.04516619850674541
02,Forestry and logging,33,Social Networking & Media Platforms,Social Networking,0.12978616259843767,2,0.12942453437894957
02,Forestry and logging,34,Digital Media Content,Digital Media Content,0.04827614697005189,1,0.048257414654194856
02,Forestry and logging,35,Augmented and Virtual Reality (AR/VR),AR/VR,0,0,-0
02,Forestry and logging,36,Machine Learning & Neural Networks,Machine Learning,0.1997559000991752,5,0.19845074508753188
02,Forestry and logging,37,Medical Imaging & Image Processing,Medical Imaging,0,0,-0
02,Forestry and logging,38,Health Monitoring,Health Monitoring,0,2,-0
02,Forestry and logging,39,Medical Information,Medical Information,0.07845609098251072,1,0.07837582555513833
02,Forestry and logging,40,E-Healthcare,E-Healthcare,0,0,-0
03,Fishing and aquaculture,1,3D Printer Hardware,3D Printer Hardware,0,0,-0
03,Fishing and aquaculture,2,3D Printing,3D Printing,0,0,-0
03,Fishing and aquaculture,3,Additive Manufacturing,Additive Manufacturing,0,0,-0
03,Fishing and aquaculture,4,Smart Agriculture & Water Management,Smart Agriculture,35.77209243025213,190,4.270510538735108
03,Fishing and aquaculture,5,Internet of Things (IoT),IoT,11.758279868650366,59,3.1595081825642843
03,Fishing and aquaculture,6,Predictive Energy Management and Distribution,Energy Management,0,0,-0
03,Fishing and aquaculture,7,Industrial Automation & Robot Control,Industrial Automation,0.20760748880904845,1,0.20614434914439134
03,Fishing and aquaculture,8,Remote Monitoring & Control Systems,Remote Monitoring,0,1,-0
03,Fishing and aquaculture,9,Smart Home & Intelligent Household Control,Smart Home,0,0,-0
03,Fishing and aquaculture,10,Intelligent Logistics,Intelligent Logistics,0.18376392192975025,1,0.18274507037611956
03,Fishing and aquaculture,11,Autonomous Vehicles & UAVs,Autonomous Vehicles,0,0,-0
03,Fishing and aquaculture,12,Parking & Vehicle Space Management,Parking Management,0,0,-0
03,Fishing and aquaculture,13,Vehicle Telematics & Electric Vehicle Management,Vehicle Telematics,0,0,-0
03,Fishing and aquaculture,14,Passenger Transportation,Passenger Transportation,0,0,-0
03,Fishing and aquaculture,15,Food Ordering & Vending Systems,Food Ordering,0,0,-0
03,Fishing and aquaculture,16,Digital Advertising,Digital Advertising,0.12464753771959325,1,0.12432699881915339
03,Fishing and aquaculture,17,Electronic Trading and Auctions,E-Trading,0,0,-0
03,Fishing and aquaculture,18,Online Shopping Platforms,Online Shopping,0,0,-0
03,Fishing and aquaculture,19,E-Coupons & Promotion Management,E-Coupons,0,0,-0
03,Fishing and aquaculture,20,Electronic Payments & Financial Transactions,E-Payment,0,0,-0
03,Fishing and aquaculture,21,Mobile Payments,Mobile Payment,0,0,-0
03,Fishing and aquaculture,22,Gaming & Wagering Systems,Gaming,0,1,-0
03,Fishing and aquaculture,23,Digital Authentication,Digital Authentification,0,0,-0
03,Fishing and aquaculture,24,E-Learning,E-Learning,0,0,-0
03,Fishing and aquaculture,25,Location-Based Services & Tracking,Location-Based Services,0,0,-0
03,Fishing and aquaculture,26,Voice Communication,Voice Communication,0,0,-0
03,Fishing and aquaculture,27,Electronic Messaging,Electronic Messaging,0,0,-0
03,Fishing and aquaculture,28,Workflow Management,Workflow Management,0.10758340286734785,2,0.10737694461868379
03,Fishing and aquaculture,29,Cloud Storage & Data Security,Cloud Storage,0,0,-0
03,Fishing and aquaculture,30,Information Processing,Information Processing,0,0,-0
03,Fishing and aquaculture,31,Cloud Computing,Cloud Computing,1.401850776559685,14,1.1390573176878376
03,Fishing and aquaculture,32,Recommender Systems,Recommender Systems,0.6777393779473841,8,0.6343346190596648
03,Fishing and aquaculture,33,Social Networking & Media Platforms,Social Networking,0,0,-0
03,Fishing and aquaculture,34,Digital Media Content,Digital Media Content,0.1129036366423428,1,0.11266513411042604
03,Fishing and aquaculture,35,Augmented and Virtual Reality (AR/VR),AR/VR,0.12451488275405048,1,0.12419536145786021
03,Fishing and aquaculture,36,Machine Learning & Neural Networks,Machine Learning,1.2269128244834473,13,1.0330889405935526
03,Fishing and aquaculture,37,Medical Imaging & Image Processing,Medical Imaging,0,0,-0
03,Fishing and aquaculture,38,Health Monitoring,Health Monitoring,0,0,-0
03,Fishing and aquaculture,39,Medical Information,Medical Information,0,0,-0
03,Fishing and aquaculture,40,E-Healthcare,E-Healthcare,0,0,-0
05,Mining of coal and lignite,1,3D Printer Hardware,3D Printer Hardware,0,0,-0
05,Mining of coal and lignite,2,3D Printing,3D Printing,0,0,-0
05,Mining of coal and lignite,3,Additive Manufacturing,Additive Manufacturing,0,0,-0
05,Mining of coal and lignite,4,Smart Agriculture & Water Management,Smart Agriculture,0,0,-0
05,Mining of coal and lignite,5,Internet of Things (IoT),IoT,0.4105738765316349,2,0.3998349279185453
05,Mining of coal and lignite,6,Predictive Energy Management and Distribution,Energy Management,0.7720452611258426,2,0.7106901604096673
05,Mining of coal and lignite,7,Industrial Automation & Robot Control,Industrial Automation,0,1,-0
05,Mining of coal and lignite,8,Remote Monitoring & Control Systems,Remote Monitoring,3.6933846683317104,12,2.0175332169326445
05,Mining of coal and lignite,9,Smart Home & Intelligent Household Control,Smart Home,0,0,-0
05,Mining of coal and lignite,10,Intelligent Logistics,Intelligent Logistics,0,0,-0
05,Mining of coal and lignite,11,Autonomous Vehicles & UAVs,Autonomous Vehicles,0,0,-0
05,Mining of coal and lignite,12,Parking & Vehicle Space Management,Parking Management,0,0,-0
05,Mining of coal and lignite,13,Vehicle Telematics & Electric Vehicle Management,Vehicle Telematics,0,0,-0
05,Mining of coal and lignite,14,Passenger Transportation,Passenger Transportation,0,0,-0
05,Mining of coal and lignite,15,Food Ordering & Vending Systems,Food Ordering,0,0,-0
05,Mining of coal and lignite,16,Digital Advertising,Digital Advertising,0,0,-0
05,Mining of coal and lignite,17,Electronic Trading and Auctions,E-Trading,0,0,-0
05,Mining of coal and lignite,18,Online Shopping Platforms,Online Shopping,0,0,-0
05,Mining of coal and lignite,19,E-Coupons & Promotion Management,E-Coupons,0,0,-0
05,Mining of coal and lignite,20,Electronic Payments & Financial Transactions,E-Payment,0,0,-0
05,Mining of coal and lignite,21,Mobile Payments,Mobile Payment,0,0,-0
05,Mining of coal and lignite,22,Gaming & Wagering Systems,Gaming,0,0,-0
05,Mining of coal and lignite,23,Digital Authentication,Digital Authentification,0,0,-0
05,Mining of coal and lignite,24,E-Learning,E-Learning,0,0,-0
05,Mining of coal and lignite,25,Location-Based Services & Tracking,Location-Based Services,0,0,-0
05,Mining of coal and lignite,26,Voice Communication,Voice Communication,0,0,-0
05,Mining of coal and lignite,27,Electronic Messaging,Electronic Messaging,0,0,-0
05,Mining of coal and lignite,28,Workflow Management,Workflow Management,0.3861749786726062,1,0.377168722567852
05,Mining of coal and lignite,29,Cloud Storage & Data Security,Cloud Storage,0.24768714112233625,1,0.24522204986476032
05,Mining of coal and lignite,30,Information Processing,Information Processing,0,0,-0
05,Mining of coal and lignite,31,Cloud Computing,Cloud Computing,0.4744616525569127,3,0.4582537875571111
05,Mining of coal and lignite,32,Recommender Systems,Recommender Systems,0,0,-0
05,Mining of coal and lignite,33,Social Networking & Media Platforms,Social Networking,0,0,-0
05,Mining of coal and lignite,34,Digital Media Content,Digital Media Content,0,0,-0
05,Mining of coal and lignite,35,Augmented and Virtual Reality (AR/VR),AR/VR,0,0,-0
05,Mining of coal and lignite,36,Machine Learning & Neural Networks,Machine Learning,0.3771416883607034,3,0.368729222694765
05,Mining of coal and lignite,37,Medical Imaging & Image Processing,Medical Imaging,0,0,-0
05,Mining of coal and lignite,38,Health Monitoring,Health Monitoring,0,0,-0
05,Mining of coal and lignite,39,Medical Information,Medical Information,0,0,-0
05,Mining of coal and lignite,40,E-Healthcare,E-Healthcare,0,0,-0
06,Extraction of crude petroleum and natural gas,1,3D Printer Hardware,3D Printer Hardware,0,0,-0
06,Extraction of crude petroleum and natural gas,2,3D Printing,3D Printing,0,0,-0
06,Extraction of crude petroleum and natural gas,3,Additive Manufacturing,Additive Manufacturing,0,0,-0
06,Extraction of crude petroleum and natural gas,4,Smart Agriculture & Water Management,Smart Agriculture,1.4928814958600807,10,1.1908080840328665
06,Extraction of crude petroleum and natural gas,5,Internet of Things (IoT),IoT,0.3827137281948015,5,0.37393799540607814
06,Extraction of crude petroleum and natural gas,6,Predictive Energy Management and Distribution,Energy Management,0.3574676559753275,2,0.350261719659856
06,Extraction of crude petroleum and natural gas,7,Industrial Automation & Robot Control,Industrial Automation,0,4,-0
06,Extraction of crude petroleum and natural gas,8,Remote Monitoring & Control Systems,Remote Monitoring,6.4777621604574165,36,2.5674275918271543
06,Extraction of crude petroleum and natural gas,9,Smart Home & Intelligent Household Control,Smart Home,0.36753011948932574,3,0.3597217849005195
06,Extraction of crude petroleum and natural gas,10,Intelligent Logistics,Intelligent Logistics,0,0,-0
06,Extraction of crude petroleum and natural gas,11,Autonomous Vehicles & UAVs,Autonomous Vehicles,0,0,-0
06,Extraction of crude petroleum and natural gas,12,Parking & Vehicle Space Management,Parking Management,0,0,-0
06,Extraction of crude petroleum and natural gas,13,Vehicle Telematics & Electric Vehicle Management,Vehicle Telematics,0,0,-0
06,Extraction of crude petroleum and natural gas,14,Passenger Transportation,Passenger Transportation,0.12713395726116322,1,0.12679394592489815
06,Extraction of crude petroleum and natural gas,15,Food Ordering & Vending Systems,Food Ordering,0,0,-0
06,Extraction of crude petroleum and natural gas,16,Digital Advertising,Digital Advertising,0,0,-0
06,Extraction of crude petroleum and natural gas,17,Electronic Trading and Auctions,E-Trading,0,0,-0
06,Extraction of crude petroleum and natural gas,18,Online Shopping Platforms,Online Shopping,0,0,-0
06,Extraction of crude petroleum and natural gas,19,E-Coupons & Promotion Management,E-Coupons,0,0,-0
06,Extraction of crude petroleum and natural gas,20,Electronic Payments & Financial Transactions,E-Payment,0,0,-0
06,Extraction of crude petroleum and natural gas,21,Mobile Payments,Mobile Payment,0,0,-0
06,Extraction of crude petroleum and natural gas,22,Gaming & Wagering Systems,Gaming,0,0,-0
06,Extraction of crude petroleum and natural gas,23,Digital Authentication,Digital Authentification,0,0,-0
06,Extraction of crude petroleum and natural gas,24,E-Learning,E-Learning,0,0,-0
06,Extraction of crude petroleum and natural gas,25,Location-Based Services & Tracking,Location-Based Services,0,0,-0
06,Extraction of crude petroleum and natural gas,26,Voice Communication,Voice Communication,0,0,-0
06,Extraction of crude petroleum and natural gas,27,Electronic Messaging,Electronic Messaging,0,0,-0
06,Extraction of crude petroleum and natural gas,28,Workflow Management,Workflow Management,0,1,-0
06,Extraction of crude petroleum and natural gas,29,Cloud Storage & Data Security,Cloud Storage,0,0,-0
06,Extraction of crude petroleum and natural gas,30,Information Processing,Information Processing,0,0,-0
06,Extraction of crude petroleum and natural gas,31,Cloud Computing,Cloud Computing,0.1643617712910297,1,0.16363059239116828
06,Extraction of crude petroleum and natural gas,32,Recommender Systems,Recommender Systems,0,0,-0
06,Extraction of crude petroleum and natural gas,33,Social Networking & Media Platforms,Social Networking,0,0,-0
06,Extraction of crude petroleum and natural gas,34,Digital Media Content,Digital Media Content,0,0,-0
06,Extraction of crude petroleum and natural gas,35,Augmented and Virtual Reality (AR/VR),AR/VR,0,0,-0
06,Extraction of crude petroleum and natural gas,36,Machine Learning & Neural Networks,Machine Learning,1.150376208323191,18,0.9838129907124291
06,Extraction of crude petroleum and natural gas,37,Medical Imaging & Image Processing,Medical Imaging,0,0,-0
06,Extraction of crude petroleum and natural gas,38,Health Monitoring,Health Monitoring,0,0,-0
06,Extraction of crude petroleum and natural gas,39,Medical Information,Medical Information,0,0,-0
06,Extraction of crude petroleum and natural gas,40,E-Healthcare,E-Healthcare,0,0,-0
07,Mining of metal ores,1,3D Printer Hardware,3D Printer Hardware,0,0,-0
07,Mining of metal ores,2,3D Printing,3D Printing,0,0,-0
07,Mining of metal ores,3,Additive Manufacturing,Additive Manufacturing,0,0,-0
07,Mining of metal ores,4,Smart Agriculture & Water Management,Smart Agriculture,0,0,-0
07,Mining of metal ores,5,Internet of Things (IoT),IoT,0,0,-0
07,Mining of metal ores,6,Predictive Energy Management and Distribution,Energy Management,0,0,-0
07,Mining of metal ores,7,Industrial Automation & Robot Control,Industrial Automation,0,0,-0
07,Mining of metal ores,8,Remote Monitoring & Control Systems,Remote Monitoring,0,0,-0
07,Mining of metal ores,9,Smart Home & Intelligent Household Control,Smart Home,0,0,-0
07,Mining of metal ores,10,Intelligent Logistics,Intelligent Logistics,0,0,-0
07,Mining of metal ores,11,Autonomous Vehicles & UAVs,Autonomous Vehicles,0,0,-0
07,Mining of metal ores,12,Parking & Vehicle Space Management,Parking Management,0,0,-0
07,Mining of metal ores,13,Vehicle Telematics & Electric Vehicle Management,Vehicle Telematics,0,0,-0
07,Mining of metal ores,14,Passenger Transportation,Passenger Transportation,0,0,-0
07,Mining of metal ores,15,Food Ordering & Vending Systems,Food Ordering,0,0,-0
07,Mining of metal ores,16,Digital Advertising,Digital Advertising,0,0,-0
07,Mining of metal ores,17,Electronic Trading and Auctions,E-Trading,0,0,-0
07,Mining of metal ores,18,Online Shopping Platforms,Online Shopping,0,0,-0
07,Mining of metal ores,19,E-Coupons & Promotion Management,E-Coupons,0,0,-0
07,Mining of metal ores,20,Electronic Payments & Financial Transactions,E-Payment,0,0,-0
07,Mining of metal ores,21,Mobile Payments,Mobile Payment,0,0,-0
07,Mining of metal ores,22,Gaming & Wagering Systems,Gaming,0,0,-0
07,Mining of metal ores,23,Digital Authentication,Digital Authentification,0,0,-0
07,Mining of metal ores,24,E-Learning,E-Learning,0,0,-0
07,Mining of metal ores,25,Location-Based Services & Tracking,Location-Based Services,0,0,-0
07,Mining of metal ores,26,Voice Communication,Voice Communication,0,0,-0
07,Mining of metal ores,27,Electronic Messaging,Electronic Messaging,0,0,-0
07,Mining of metal ores,28,Workflow Management,Workflow Management,0,0,-0
07,Mining of metal ores,29,Cloud Storage & Data Security,Cloud Storage,0,0,-0
07,Mining of metal ores,30,Information Processing,Information Processing,0,0,-0
07,Mining of metal ores,31,Cloud Computing,Cloud Computing,0,0,-0
07,Mining of metal ores,32,Recommender Systems,Recommender Systems,0,0,-0
07,Mining of metal ores,33,Social Networking & Media Platforms,Social Networking,0,0,-0
07,Mining of metal ores,34,Digital Media Content,Digital Media Content,0,0,-0
07,Mining of metal ores,35,Augmented and Virtual Reality (AR/VR),AR/VR,0,0,-0
07,Mining of metal ores,36,Machine Learning & Neural Networks,Machine Learning,0,3,-0
07,Mining of metal ores,37,Medical Imaging & Image Processing,Medical Imaging,0,0,-0
07,Mining of metal ores,38,Health Monitoring,Health Monitoring,0,0,-0
07,Mining of metal ores,39,Medical Information,Medical Information,0,0,-0
07,Mining of metal ores,40,E-Healthcare,E-Healthcare,0,0,-0
08,Other mining and quarrying,1,3D Printer Hardware,3D Printer Hardware,0.2219768251214035,7,0.22019316128297253
08,Other mining and quarrying,2,3D Printing,3D Printing,2.3522084726886434,12,1.5908989862191731
08,Other mining and quarrying,3,Additive Manufacturing,Additive Manufacturing,0.41168571948735766,2,0.400863254435992
08,Other mining and quarrying,4,Smart Agriculture & Water Management,Smart Agriculture,1.4729204858271694,11,1.179647726633949
08,Other mining and quarrying,5,Internet of Things (IoT),IoT,0.17682005234407158,2,0.17591138993186373
08,Other mining and quarrying,6,Predictive Energy Management and Distribution,Energy Management,0,0,-0
08,Other mining and quarrying,7,Industrial Automation & Robot Control,Industrial Automation,0,0,-0
08,Other mining and quarrying,8,Remote Monitoring & Control Systems,Remote Monitoring,0.42848912293322744,2,0.4163551229544465
08,Other mining and quarrying,9,Smart Home & Intelligent Household Control,Smart Home,0,0,-0
08,Other mining and quarrying,10,Intelligent Logistics,Intelligent Logistics,0,0,-0
08,Other mining and quarrying,11,Autonomous Vehicles & UAVs,Autonomous Vehicles,0,0,-0
08,Other mining and quarrying,12,Parking & Vehicle Space Management,Parking Management,0.3162962333099023,2,0.31124653221741755
08,Other mining and quarrying,13,Vehicle Telematics & Electric Vehicle Management,Vehicle Telematics,0,0,-0
08,Other mining and quarrying,14,Passenger Transportation,Passenger Transportation,0,0,-0
08,Other mining and quarrying,15,Food Ordering & Vending Systems,Food Ordering,0,0,-0
08,Other mining and quarrying,16,Digital Advertising,Digital Advertising,0,0,-0
08,Other mining and quarrying,17,Electronic Trading and Auctions,E-Trading,0,0,-0
08,Other mining and quarrying,18,Online Shopping Platforms,Online Shopping,0,0,-0
08,Other mining and quarrying,19,E-Coupons & Promotion Management,E-Coupons,0,0,-0
08,Other mining and quarrying,20,Electronic Payments & Financial Transactions,E-Payment,0,0,-0
08,Other mining and quarrying,21,Mobile Payments,Mobile Payment,0,0,-0
08,Other mining and quarrying,22,Gaming & Wagering Systems,Gaming,0,1,-0
08,Other mining and quarrying,23,Digital Authentication,Digital Authentification,0,1,-0
08,Other mining and quarrying,24,E-Learning,E-Learning,0,0,-0
08,Other mining and quarrying,25,Location-Based Services & Tracking,Location-Based Services,0,0,-0
08,Other mining and quarrying,26,Voice Communication,Voice Communication,0,0,-0
08,Other mining and quarrying,27,Electronic Messaging,Electronic Messaging,0,0,-0
08,Other mining and quarrying,28,Workflow Management,Workflow Management,0,0,-0
08,Other mining and quarrying,29,Cloud Storage & Data Security,Cloud Storage,0.08539453547277956,1,0.08529108852414173
08,Other mining and quarrying,30,Information Processing,Information Processing,0.1483590729556195,1,0.1478201531247967
08,Other mining and quarrying,31,Cloud Computing,Cloud Computing,0,0,-0
08,Other mining and quarrying,32,Recommender Systems,Recommender Systems,0.14060720438081187,1,0.14014796865060514
08,Other mining and quarrying,33,Social Networking & Media Platforms,Social Networking,0,0,-0
08,Other mining and quarrying,34,Digital Media Content,Digital Media Content,0,0,-0
08,Other mining and quarrying,35,Augmented and Virtual Reality (AR/VR),AR/VR,0,0,-0
08,Other mining and quarrying,36,Machine Learning & Neural Networks,Machine Learning,2.387758506167587,26,1.6047193871514511
08,Other mining and quarrying,37,Medical Imaging & Image Processing,Medical Imaging,0.09154460592302088,1,0.09141722209939428
08,Other mining and quarrying,38,Health Monitoring,Health Monitoring,0,0,-0
08,Other mining and quarrying,39,Medical Information,Medical Information,0,0,-0
08,Other mining and quarrying,40,E-Healthcare,E-Healthcare,0,0,-0
09,Mining support service activities,1,3D Printer Hardware,3D Printer Hardware,0,0,-0
09,Mining support service activities,2,3D Printing,3D Printing,0,0,-0
09,Mining support service activities,3,Additive Manufacturing,Additive Manufacturing,0,0,-0
09,Mining support service activities,4,Smart Agriculture & Water Management,Smart Agriculture,3.2749646221208035,25,1.901988232959006
09,Mining support service activities,5,Internet of Things (IoT),IoT,0,5,-0
09,Mining support service activities,6,Predictive Energy Management and Distribution,Energy Management,0,1,-0
09,Mining support service activities,7,Industrial Automation & Robot Control,Industrial Automation,4.911103472384598,32,2.2948535909597143
09,Mining support service activities,8,Remote Monitoring & Control Systems,Remote Monitoring,18.085176989922797,89,3.589003311498832
09,Mining support service activities,9,Smart Home & Intelligent Household Control,Smart Home,0,0,-0
09,Mining support service activities,10,Intelligent Logistics,Intelligent Logistics,0,0,-0
09,Mining support service activities,11,Autonomous Vehicles & UAVs,Autonomous Vehicles,0,0,-0
09,Mining support service activities,12,Parking & Vehicle Space Management,Parking Management,0,0,-0
09,Mining support service activities,13,Vehicle Telematics & Electric Vehicle Management,Vehicle Telematics,0.2657896164542896,6,0.2627556956548236
09,Mining support service activities,14,Passenger Transportation,Passenger Transportation,0,1,-0
09,Mining support service activities,15,Food Ordering & Vending Systems,Food Ordering,0,0,-0
09,Mining support service activities,16,Digital Advertising,Digital Advertising,0.17448579231919095,3,0.17361232849937827
09,Mining support service activities,17,Electronic Trading and Auctions,E-Trading,0,0,-0
09,Mining support service activities,18,Online Shopping Platforms,Online Shopping,0,0,-0
09,Mining support service activities,19,E-Coupons & Promotion Management,E-Coupons,0,1,-0
09,Mining support service activities,20,Electronic Payments & Financial Transactions,E-Payment,0,0,-0
09,Mining support service activities,21,Mobile Payments,Mobile Payment,0,0,-0
09,Mining support service activities,22,Gaming & Wagering Systems,Gaming,0,0,-0
09,Mining support service activities,23,Digital Authentication,Digital Authentification,0,0,-0
09,Mining support service activities,24,E-Learning,E-Learning,0.4487603866130195,3,0.4349189766685469
