soc2d,soc2d_label,tech40_id,tech40_label,tech40_labelshort,cosine2d,n_patent,xposure2d
11-0000,Management Occupations,31,Cloud Computing,Cloud Computing,4.42369529400322,728,2.192659736846614
11-0000,Management Occupations,32,Recommender Systems,Recommender Systems,1.1509768341518247,180,0.9842069766030971
11-0000,Management Occupations,33,Social Networking & Media Platforms,Social Networking,3.419280984891448,574,1.9433055715323564
11-0000,Management Occupations,34,Digital Media Content,Digital Media Content,1.0409313600135437,185,0.9100223115957121
11-0000,Management Occupations,35,Augmented and Virtual Reality (AR/VR),AR/VR,0.29580650964041616,51,0.2916541024760484
11-0000,Management Occupations,36,Machine Learning & Neural Networks,Machine Learning,0.220267077498665,48,0.21852373988927054
11-0000,Management Occupations,37,Medical Imaging & Image Processing,Medical Imaging,0.02469576410373875,5,0.024693254547167115
11-0000,Management Occupations,38,Health Monitoring,Health Monitoring,1.1729922293662363,177,0.998567690539991
11-0000,Management Occupations,39,Medical Information,Medical Information,1.3764136056212972,191,1.1241958396215845
11-0000,Management Occupations,40,E-Healthcare,E-Healthcare,2.5641004678549395,343,1.6707778783262675
13-0000,Business and Financial Operations Occupations,1,3D Printer Hardware,3D Printer Hardware,0,2,-0
13-0000,Business and Financial Operations Occupations,2,3D Printing,3D Printing,0.09235126538509018,11,0.09222049309077394
13-0000,Business and Financial Operations Occupations,3,Additive Manufacturing,Additive Manufacturing,0,1,-0
13-0000,Business and Financial Operations Occupations,4,Smart Agriculture & Water Management,Smart Agriculture,0.5187470519665751,74,0.4979165229379517
13-0000,Business and Financial Operations Occupations,5,Internet of Things (IoT),IoT,3.759356935885233,522,2.034632750467028
13-0000,Business and Financial Operations Occupations,6,Predictive Energy Management and Distribution,Energy Management,23.94439239686155,2769,3.869317100215928
13-0000,Business and Financial Operations Occupations,7,Industrial Automation & Robot Control,Industrial Automation,0.1467800816903463,21,0.14625807888076334
13-0000,Business and Financial Operations Occupations,8,Remote Monitoring & Control Systems,Remote Monitoring,4.1886441201720315,500,2.139478282721787
13-0000,Business and Financial Operations Occupations,9,Smart Home & Intelligent Household Control,Smart Home,2.797218965798352,371,1.7522931258934544
13-0000,Business and Financial Operations Occupations,10,Intelligent Logistics,Intelligent Logistics,33.0744268626341,3421,4.192136020076566
13-0000,Business and Financial Operations Occupations,11,Autonomous Vehicles & UAVs,Autonomous Vehicles,0.22642037085917494,31,0.2245290678444206
13-0000,Business and Financial Operations Occupations,12,Parking & Vehicle Space Management,Parking Management,0.3773513812612605,67,0.3689254189874393
13-0000,Business and Financial Operations Occupations,13,Vehicle Telematics & Electric Vehicle Management,Vehicle Telematics,4.111155337210762,505,2.1213249769651004
13-0000,Business and Financial Operations Occupations,14,Passenger Transportation,Passenger Transportation,1.8752776603555987,223,1.3864250172849328
13-0000,Business and Financial Operations Occupations,15,Food Ordering & Vending Systems,Food Ordering,3.71710107430351,418,2.0237128981176054
13-0000,Business and Financial Operations Occupations,16,Digital Advertising,Digital Advertising,30.807366665933575,4003,4.12116432453879
13-0000,Business and Financial Operations Occupations,17,Electronic Trading and Auctions,E-Trading,20.60976397427828,2376,3.7195001688394624
13-0000,Business and Financial Operations Occupations,18,Online Shopping Platforms,Online Shopping,61.625859651774554,6374,4.814294584561276
13-0000,Business and Financial Operations Occupations,19,E-Coupons & Promotion Management,E-Coupons,8.578714923885792,1096,2.845811127089021
13-0000,Business and Financial Operations Occupations,20,Electronic Payments & Financial Transactions,E-Payment,71.81108511274608,8165,4.967234509306322
13-0000,Business and Financial Operations Occupations,21,Mobile Payments,Mobile Payment,45.7270495016814,5706,4.515956736871026
13-0000,Business and Financial Operations Occupations,22,Gaming & Wagering Systems,Gaming,2.7710092030713267,384,1.743433214576854
13-0000,Business and Financial Operations Occupations,23,Digital Authentication,Digital Authentification,17.73620628922585,2426,3.5695490662465352
13-0000,Business and Financial Operations Occupations,24,E-Learning,E-Learning,0.9424133420474341,133,0.8400619440779804
13-0000,Business and Financial Operations Occupations,25,Location-Based Services & Tracking,Location-Based Services,2.068918619606131,260,1.4740387177905332
13-0000,Business and Financial Operations Occupations,26,Voice Communication,Voice Communication,1.8768465016862272,261,1.3871629701211061
13-0000,Business and Financial Operations Occupations,27,Electronic Messaging,Electronic Messaging,1.730597839654601,221,1.3162311843527914
13-0000,Business and Financial Operations Occupations,28,Workflow Management,Workflow Management,11.472548666750848,1312,3.1349983173624465
13-0000,Business and Financial Operations Occupations,29,Cloud Storage & Data Security,Cloud Storage,1.3237536612165657,192,1.0928512413628346
13-0000,Business and Financial Operations Occupations,30,Information Processing,Information Processing,2.7126158980679427,383,1.7234245546413496
13-0000,Business and Financial Operations Occupations,31,Cloud Computing,Cloud Computing,2.598297264389604,388,1.683131723115249
13-0000,Business and Financial Operations Occupations,32,Recommender Systems,Recommender Systems,5.738272282064863,719,2.4478126895247527
13-0000,Business and Financial Operations Occupations,33,Social Networking & Media Platforms,Social Networking,2.935980069329318,410,1.7980047870032059
13-0000,Business and Financial Operations Occupations,34,Digital Media Content,Digital Media Content,3.9770470709579966,540,2.0891305590809073
13-0000,Business and Financial Operations Occupations,35,Augmented and Virtual Reality (AR/VR),AR/VR,0.6016724115706041,93,0.570258450669128
13-0000,Business and Financial Operations Occupations,36,Machine Learning & Neural Networks,Machine Learning,0.11903595422859428,25,0.11875661724118403
13-0000,Business and Financial Operations Occupations,37,Medical Imaging & Image Processing,Medical Imaging,0.010017505092241107,6,0.010017337556352215
13-0000,Business and Financial Operations Occupations,38,Health Monitoring,Health Monitoring,0.05088813156919839,13,0.050866193790154085
13-0000,Business and Financial Operations Occupations,39,Medical Information,Medical Information,0.30695933132070813,46,0.30233245717054963
13-0000,Business and Financial Operations Occupations,40,E-Healthcare,E-Healthcare,0.13959372803524284,27,0.13914429460646108
15-0000,Computer and Mathematical Occupations,1,3D Printer Hardware,3D Printer Hardware,0.06569884144925658,6,0.06565166995048742
15-0000,Computer and Mathematical Occupations,2,3D Printing,3D Printing,0.39156503948052884,51,0.3821923132578987
15-0000,Computer and Mathematical Occupations,3,Additive Manufacturing,Additive Manufacturing,0.012875068238528823,2,0.012874712554001109
15-0000,Computer and Mathematical Occupations,4,Smart Agriculture & Water Management,Smart Agriculture,2.326988655659025,225,1.580986840928568
15-0000,Computer and Mathematical Occupations,5,Internet of Things (IoT),IoT,6.517938488440923,735,2.573538683805398
15-0000,Computer and Mathematical Occupations,6,Predictive Energy Management and Distribution,Energy Management,2.0439980522989316,221,1.4631406174643262
15-0000,Computer and Mathematical Occupations,7,Industrial Automation & Robot Control,Industrial Automation,7.693896981066161,709,2.7377713445061955
15-0000,Computer and Mathematical Occupations,8,Remote Monitoring & Control Systems,Remote Monitoring,25.1430576559182,2128,3.918124228235018
15-0000,Computer and Mathematical Occupations,9,Smart Home & Intelligent Household Control,Smart Home,13.00364598566643,1326,3.2598521516232255
15-0000,Computer and Mathematical Occupations,10,Intelligent Logistics,Intelligent Logistics,3.589026466738879,291,1.9898946029116564
15-0000,Computer and Mathematical Occupations,11,Autonomous Vehicles & UAVs,Autonomous Vehicles,0.38965734096518084,48,0.3804153652796227
15-0000,Computer and Mathematical Occupations,12,Parking & Vehicle Space Management,Parking Management,1.3526365880573332,156,1.1101408227025416
15-0000,Computer and Mathematical Occupations,13,Vehicle Telematics & Electric Vehicle Management,Vehicle Telematics,3.9124790077781704,358,2.073264073981319
15-0000,Computer and Mathematical Occupations,14,Passenger Transportation,Passenger Transportation,2.1476042967509983,209,1.507762469162251
15-0000,Computer and Mathematical Occupations,15,Food Ordering & Vending Systems,Food Ordering,0.958454667802886,109,0.8516894037549785
15-0000,Computer and Mathematical Occupations,16,Digital Advertising,Digital Advertising,61.22238430923721,5265,4.807726752252158
15-0000,Computer and Mathematical Occupations,17,Electronic Trading and Auctions,E-Trading,5.39099776444186,510,2.386370789430407
15-0000,Computer and Mathematical Occupations,18,Online Shopping Platforms,Online Shopping,10.910342300993262,971,3.0849519818421873
15-0000,Computer and Mathematical Occupations,19,E-Coupons & Promotion Management,E-Coupons,2.6384279104338626,286,1.697449853704206
15-0000,Computer and Mathematical Occupations,20,Electronic Payments & Financial Transactions,E-Payment,8.082428452691886,753,2.7866447560053995
15-0000,Computer and Mathematical Occupations,21,Mobile Payments,Mobile Payment,8.707861223149655,814,2.8606541856650467
15-0000,Computer and Mathematical Occupations,22,Gaming & Wagering Systems,Gaming,10.628723876800667,1056,3.058912987852687
15-0000,Computer and Mathematical Occupations,23,Digital Authentication,Digital Authentification,25.40066662166807,2434,3.9283098546056254
15-0000,Computer and Mathematical Occupations,24,E-Learning,E-Learning,32.390349456127545,2805,4.171245909173088
15-0000,Computer and Mathematical Occupations,25,Location-Based Services & Tracking,Location-Based Services,20.25394549673926,1753,3.7021056637905128
15-0000,Computer and Mathematical Occupations,26,Voice Communication,Voice Communication,68.74009944450891,5959,4.923532802257425
15-0000,Computer and Mathematical Occupations,27,Electronic Messaging,Electronic Messaging,31.46595389365235,2790,4.142305715675085
15-0000,Computer and Mathematical Occupations,28,Workflow Management,Workflow Management,55.54995724515317,4408,4.710510933464524
15-0000,Computer and Mathematical Occupations,29,Cloud Storage & Data Security,Cloud Storage,49.21480326176686,4866,4.589444838481691
15-0000,Computer and Mathematical Occupations,30,Information Processing,Information Processing,29.70209921602794,2533,4.08464816189833
15-0000,Computer and Mathematical Occupations,31,Cloud Computing,Cloud Computing,94.53516180721459,9413,5.242147001212263
15-0000,Computer and Mathematical Occupations,32,Recommender Systems,Recommender Systems,15.28185300214343,1468,3.420882015039381
15-0000,Computer and Mathematical Occupations,33,Social Networking & Media Platforms,Social Networking,38.35717837727029,3914,4.340258749059336
15-0000,Computer and Mathematical Occupations,34,Digital Media Content,Digital Media Content,28.014791858342658,2581,4.026198220708459
15-0000,Computer and Mathematical Occupations,35,Augmented and Virtual Reality (AR/VR),AR/VR,3.97708462789049,423,2.0891397173873254
15-0000,Computer and Mathematical Occupations,36,Machine Learning & Neural Networks,Machine Learning,6.099808947617365,718,2.508056951361956
15-0000,Computer and Mathematical Occupations,37,Medical Imaging & Image Processing,Medical Imaging,4.803650374120094,390,2.2731855655248405
15-0000,Computer and Mathematical Occupations,38,Health Monitoring,Health Monitoring,19.643083530367708,1651,3.6715197638833086
15-0000,Computer and Mathematical Occupations,39,Medical Information,Medical Information,57.40450053717335,4109,4.743345744914382
15-0000,Computer and Mathematical Occupations,40,E-Healthcare,E-Healthcare,70.02258070857692,5202,4.9420159357506135
17-0000,Architecture and Engineering Occupations,1,3D Printer Hardware,3D Printer Hardware,0.8817353415494976,192,0.7952291334738079
17-0000,Architecture and Engineering Occupations,2,3D Printing,3D Printing,1.8041121742683288,358,1.3524360471964127
17-0000,Architecture and Engineering Occupations,3,Additive Manufacturing,Additive Manufacturing,3.0787099714403077,475,1.8430471725003945
17-0000,Architecture and Engineering Occupations,4,Smart Agriculture & Water Management,Smart Agriculture,12.353825073198228,2144,3.208746995363875
17-0000,Architecture and Engineering Occupations,5,Internet of Things (IoT),IoT,11.164217434610675,2207,3.1078607451203157
17-0000,Architecture and Engineering Occupations,6,Predictive Energy Management and Distribution,Energy Management,8.94189961769157,1620,2.8870073277932318
17-0000,Architecture and Engineering Occupations,7,Industrial Automation & Robot Control,Industrial Automation,16.69099434951113,2534,3.5089126668441297
17-0000,Architecture and Engineering Occupations,8,Remote Monitoring & Control Systems,Remote Monitoring,6.591887411940739,1073,2.5846912128071597
17-0000,Architecture and Engineering Occupations,9,Smart Home & Intelligent Household Control,Smart Home,4.96586761462915,948,2.305722365959906
17-0000,Architecture and Engineering Occupations,10,Intelligent Logistics,Intelligent Logistics,3.1241258067439444,433,1.8569843800431154
17-0000,Architecture and Engineering Occupations,11,Autonomous Vehicles & UAVs,Autonomous Vehicles,11.86112408814163,2197,3.168185635027968
17-0000,Architecture and Engineering Occupations,12,Parking & Vehicle Space Management,Parking Management,2.37238249650965,482,1.5987634079049857
17-0000,Architecture and Engineering Occupations,13,Vehicle Telematics & Electric Vehicle Management,Vehicle Telematics,8.881511671890413,1521,2.88027331573392
17-0000,Architecture and Engineering Occupations,14,Passenger Transportation,Passenger Transportation,1.6246606332793143,274,1.2619814353891292
17-0000,Architecture and Engineering Occupations,15,Food Ordering & Vending Systems,Food Ordering,1.163501843645824,177,0.9923962428084242
17-0000,Architecture and Engineering Occupations,16,Digital Advertising,Digital Advertising,0.4208639572668552,83,0.4093366380746531
17-0000,Architecture and Engineering Occupations,17,Electronic Trading and Auctions,E-Trading,0.07919584319180531,13,0.07911329016559077
17-0000,Architecture and Engineering Occupations,18,Online Shopping Platforms,Online Shopping,1.565768159133405,246,1.2306997651530998
17-0000,Architecture and Engineering Occupations,19,E-Coupons & Promotion Management,E-Coupons,1.42641359672403,275,1.1532393313841296
17-0000,Architecture and Engineering Occupations,20,Electronic Payments & Financial Transactions,E-Payment,0.984106285081556,173,0.870090260259905
17-0000,Architecture and Engineering Occupations,21,Mobile Payments,Mobile Payment,11.963685024989475,2052,3.1767651023055157
17-0000,Architecture and Engineering Occupations,22,Gaming & Wagering Systems,Gaming,0.36446146960452114,68,0.3568400784967919
17-0000,Architecture and Engineering Occupations,23,Digital Authentication,Digital Authentification,9.675903889184703,1722,2.96544548847869
17-0000,Architecture and Engineering Occupations,24,E-Learning,E-Learning,0.9550274522842439,188,0.8492130254022229
17-0000,Architecture and Engineering Occupations,25,Location-Based Services & Tracking,Location-Based Services,10.796154556124543,1724,3.0744751978323253
17-0000,Architecture and Engineering Occupations,26,Voice Communication,Voice Communication,4.259452445216414,719,2.1557908740540053
17-0000,Architecture and Engineering Occupations,27,Electronic Messaging,Electronic Messaging,0.22650594965691723,49,0.22461253311981513
17-0000,Architecture and Engineering Occupations,28,Workflow Management,Workflow Management,3.741897022444168,607,2.030134678189
17-0000,Architecture and Engineering Occupations,29,Cloud Storage & Data Security,Cloud Storage,0.9608723363663074,187,0.8534337725171045
17-0000,Architecture and Engineering Occupations,30,Information Processing,Information Processing,2.8917891097029713,485,1.7836601340946852
17-0000,Architecture and Engineering Occupations,31,Cloud Computing,Cloud Computing,1.172005705871263,245,0.9979275163804243
17-0000,Architecture and Engineering Occupations,32,Recommender Systems,Recommender Systems,0.17750184058334548,43,0.17658272430141034
17-0000,Architecture and Engineering Occupations,33,Social Networking & Media Platforms,Social Networking,0.32998900560777994,72,0.3242758545305517
17-0000,Architecture and Engineering Occupations,34,Digital Media Content,Digital Media Content,0.5692691154117071,103,0.5422954297200288
17-0000,Architecture and Engineering Occupations,35,Augmented and Virtual Reality (AR/VR),AR/VR,1.9680401861042223,364,1.4292505664643198
17-0000,Architecture and Engineering Occupations,36,Machine Learning & Neural Networks,Machine Learning,2.7112463602280763,631,1.7229507361778487
17-0000,Architecture and Engineering Occupations,37,Medical Imaging & Image Processing,Medical Imaging,1.2838611375272149,243,1.0685725067710057
17-0000,Architecture and Engineering Occupations,38,Health Monitoring,Health Monitoring,3.854825196622133,681,2.0588875266384075
17-0000,Architecture and Engineering Occupations,39,Medical Information,Medical Information,0.6730067005105534,104,0.6304126243683481
17-0000,Architecture and Engineering Occupations,40,E-Healthcare,E-Healthcare,0.9922090275619585,164,0.8758537934714627
19-0000,"Life, Physical, and Social Science Occupations",1,3D Printer Hardware,3D Printer Hardware,0.00828879470626633,3,0.008288699796812779
19-0000,"Life, Physical, and Social Science Occupations",2,3D Printing,3D Printing,0.32009318470369813,43,0.3148647301803285
19-0000,"Life, Physical, and Social Science Occupations",3,Additive Manufacturing,Additive Manufacturing,1.3595551905765357,157,1.114246986536068
19-0000,"Life, Physical, and Social Science Occupations",4,Smart Agriculture & Water Management,Smart Agriculture,19.988391315607217,2206,3.688923991067536
19-0000,"Life, Physical, and Social Science Occupations",5,Internet of Things (IoT),IoT,6.883691510705808,850,2.627536883385616
19-0000,"Life, Physical, and Social Science Occupations",6,Predictive Energy Management and Distribution,Energy Management,0.032069593395617484,10,0.03206409889542816
19-0000,"Life, Physical, and Social Science Occupations",7,Industrial Automation & Robot Control,Industrial Automation,0.6311230781790527,94,0.595328897554445
19-0000,"Life, Physical, and Social Science Occupations",8,Remote Monitoring & Control Systems,Remote Monitoring,1.6858901439857654,239,1.2936443140156162
19-0000,"Life, Physical, and Social Science Occupations",9,Smart Home & Intelligent Household Control,Smart Home,0.06975438769670292,12,0.06969794417025822
19-0000,"Life, Physical, and Social Science Occupations",10,Intelligent Logistics,Intelligent Logistics,0.19044394608980836,27,0.18931114030439147
19-0000,"Life, Physical, and Social Science Occupations",11,Autonomous Vehicles & UAVs,Autonomous Vehicles,5.22747704565624,701,2.356101511672047
19-0000,"Life, Physical, and Social Science Occupations",12,Parking & Vehicle Space Management,Parking Management,0.7689629578575901,107,0.7082485560943665
19-0000,"Life, Physical, and Social Science Occupations",13,Vehicle Telematics & Electric Vehicle Management,Vehicle Telematics,5.32529044960866,633,2.3743157254391187
19-0000,"Life, Physical, and Social Science Occupations",14,Passenger Transportation,Passenger Transportation,5.059503567325378,523,2.324041678375252
19-0000,"Life, Physical, and Social Science Occupations",15,Food Ordering & Vending Systems,Food Ordering,0.7325217026705245,84,0.6791058554812848
19-0000,"Life, Physical, and Social Science Occupations",16,Digital Advertising,Digital Advertising,0.05498163802436956,6,0.05495397423661347
19-0000,"Life, Physical, and Social Science Occupations",17,Electronic Trading and Auctions,E-Trading,0,0,-0
19-0000,"Life, Physical, and Social Science Occupations",18,Online Shopping Platforms,Online Shopping,0.03617944991763812,8,0.03617156169899163
19-0000,"Life, Physical, and Social Science Occupations",19,E-Coupons & Promotion Management,E-Coupons,0.014975016502998737,4,0.014974456865436303
19-0000,"Life, Physical, and Social Science Occupations",20,Electronic Payments & Financial Transactions,E-Payment,0.0076916260037807474,1,0.007691550164943655
19-0000,"Life, Physical, and Social Science Occupations",21,Mobile Payments,Mobile Payment,0,0,-0
19-0000,"Life, Physical, and Social Science Occupations",22,Gaming & Wagering Systems,Gaming,0,0,-0
19-0000,"Life, Physical, and Social Science Occupations",23,Digital Authentication,Digital Authentification,0.1494127182839705,26,0.14886231095871896
19-0000,"Life, Physical, and Social Science Occupations",24,E-Learning,E-Learning,0.23860940785559512,38,0.23640134200101376
19-0000,"Life, Physical, and Social Science Occupations",25,Location-Based Services & Tracking,Location-Based Services,3.211834198498812,403,1.883387496228962
19-0000,"Life, Physical, and Social Science Occupations",26,Voice Communication,Voice Communication,0.08171208697680697,12,0.08162142900574654
19-0000,"Life, Physical, and Social Science Occupations",27,Electronic Messaging,Electronic Messaging,0.02477099281084002,5,0.0247684602545975
19-0000,"Life, Physical, and Social Science Occupations",28,Workflow Management,Workflow Management,0.6861317541040785,99,0.6412682502015974
19-0000,"Life, Physical, and Social Science Occupations",29,Cloud Storage & Data Security,Cloud Storage,0.00988593513566808,7,0.0098857741145195
19-0000,"Life, Physical, and Social Science Occupations",30,Information Processing,Information Processing,0.3737901068479104,68,0.36559152081269064
19-0000,"Life, Physical, and Social Science Occupations",31,Cloud Computing,Cloud Computing,0.2089768518604819,43,0.2074849396885318
19-0000,"Life, Physical, and Social Science Occupations",32,Recommender Systems,Recommender Systems,0.2723662605322573,42,0.26910644189109567
19-0000,"Life, Physical, and Social Science Occupations",33,Social Networking & Media Platforms,Social Networking,1.77179402394534,274,1.3366601388367971
19-0000,"Life, Physical, and Social Science Occupations",34,Digital Media Content,Digital Media Content,0.050502643072339405,9,0.050481199699901676
19-0000,"Life, Physical, and Social Science Occupations",35,Augmented and Virtual Reality (AR/VR),AR/VR,0.3071693415697986,51,0.3025332159610596
19-0000,"Life, Physical, and Social Science Occupations",36,Machine Learning & Neural Networks,Machine Learning,3.1565833260027176,547,1.8668328079971528
19-0000,"Life, Physical, and Social Science Occupations",37,Medical Imaging & Image Processing,Medical Imaging,2.1827814597458244,281,1.5225122142988847
19-0000,"Life, Physical, and Social Science Occupations",38,Health Monitoring,Health Monitoring,0.0805219139444986,20,0.08043515247343737
19-0000,"Life, Physical, and Social Science Occupations",39,Medical Information,Medical Information,0.08253877079457674,14,0.08244533900382418
19-0000,"Life, Physical, and Social Science Occupations",40,E-Healthcare,E-Healthcare,0.04039462743595728,12,0.040383650001048585
21-0000,Community and Social Service Occupations,1,3D Printer Hardware,3D Printer Hardware,0,0,-0
21-0000,Community and Social Service Occupations,2,3D Printing,3D Printing,0,0,-0
21-0000,Community and Social Service Occupations,3,Additive Manufacturing,Additive Manufacturing,0,0,-0
21-0000,Community and Social Service Occupations,4,Smart Agriculture & Water Management,Smart Agriculture,0,0,-0
21-0000,Community and Social Service Occupations,5,Internet of Things (IoT),IoT,0.0328585107195061,3,0.03285260080149804
21-0000,Community and Social Service Occupations,6,Predictive Energy Management and Distribution,Energy Management,0,0,-0
21-0000,Community and Social Service Occupations,7,Industrial Automation & Robot Control,Industrial Automation,0,0,-0
21-0000,Community and Social Service Occupations,8,Remote Monitoring & Control Systems,Remote Monitoring,0,0,-0
21-0000,Community and Social Service Occupations,9,Smart Home & Intelligent Household Control,Smart Home,0,2,-0
21-0000,Community and Social Service Occupations,10,Intelligent Logistics,Intelligent Logistics,0,1,-0
21-0000,Community and Social Service Occupations,11,Autonomous Vehicles & UAVs,Autonomous Vehicles,0,0,-0
21-0000,Community and Social Service Occupations,12,Parking & Vehicle Space Management,Parking Management,0,0,-0
21-0000,Community and Social Service Occupations,13,Vehicle Telematics & Electric Vehicle Management,Vehicle Telematics,0,0,-0
21-0000,Community and Social Service Occupations,14,Passenger Transportation,Passenger Transportation,0,0,-0
21-0000,Community and Social Service Occupations,15,Food Ordering & Vending Systems,Food Ordering,0,0,-0
21-0000,Community and Social Service Occupations,16,Digital Advertising,Digital Advertising,0,0,-0
21-0000,Community and Social Service Occupations,17,Electronic Trading and Auctions,E-Trading,0,0,-0
21-0000,Community and Social Service Occupations,18,Online Shopping Platforms,Online Shopping,0,0,-0
21-0000,Community and Social Service Occupations,19,E-Coupons & Promotion Management,E-Coupons,0,0,-0
21-0000,Community and Social Service Occupations,20,Electronic Payments & Financial Transactions,E-Payment,0,0,-0
21-0000,Community and Social Service Occupations,21,Mobile Payments,Mobile Payment,0,0,-0
21-0000,Community and Social Service Occupations,22,Gaming & Wagering Systems,Gaming,0,0,-0
21-0000,Community and Social Service Occupations,23,Digital Authentication,Digital Authentification,0,0,-0
21-0000,Community and Social Service Occupations,24,E-Learning,E-Learning,0.1475693720097605,5,0.14703895741710815
21-0000,Community and Social Service Occupations,25,Location-Based Services & Tracking,Location-Based Services,0,0,-0
21-0000,Community and Social Service Occupations,26,Voice Communication,Voice Communication,0.13619633855238306,4,0.13577875390183244
21-0000,Community and Social Service Occupations,27,Electronic Messaging,Electronic Messaging,0.04293002383838209,1,0.0429168481836853
21-0000,Community and Social Service Occupations,28,Workflow Management,Workflow Management,0.24868553534173055,7,0.24619104659876886
21-0000,Community and Social Service Occupations,29,Cloud Storage & Data Security,Cloud Storage,0,0,-0
21-0000,Community and Social Service Occupations,30,Information Processing,Information Processing,0,0,-0
21-0000,Community and Social Service Occupations,31,Cloud Computing,Cloud Computing,0,0,-0
21-0000,Community and Social Service Occupations,32,Recommender Systems,Recommender Systems,0.19280936694420545,5,0.19163429127381915
21-0000,Community and Social Service Occupations,33,Social Networking & Media Platforms,Social Networking,0.210618749001727,10,0.20909185323637614
21-0000,Community and Social Service Occupations,34,Digital Media Content,Digital Media Content,0.03702143899705254,1,0.037012987358518094
21-0000,Community and Social Service Occupations,35,Augmented and Virtual Reality (AR/VR),AR/VR,0,1,-0
21-0000,Community and Social Service Occupations,36,Machine Learning & Neural Networks,Machine Learning,0,0,-0
21-0000,Community and Social Service Occupations,37,Medical Imaging & Image Processing,Medical Imaging,0,0,-0
21-0000,Community and Social Service Occupations,38,Health Monitoring,Health Monitoring,0.5167005444323449,14,0.49609913683202334
21-0000,Community and Social Service Occupations,39,Medical Information,Medical Information,1.5696559351810806,38,1.2327905355947877
21-0000,Community and Social Service Occupations,40,E-Healthcare,E-Healthcare,1.6663706258627884,40,1.2836433410590222
23-0000,Legal Occupations,1,3D Printer Hardware,3D Printer Hardware,0,0,-0
23-0000,Legal Occupations,2,3D Printing,3D Printing,0,0,-0
23-0000,Legal Occupations,3,Additive Manufacturing,Additive Manufacturing,0,0,-0
23-0000,Legal Occupations,4,Smart Agriculture & Water Management,Smart Agriculture,0,0,-0
23-0000,Legal Occupations,5,Internet of Things (IoT),IoT,0,0,-0
23-0000,Legal Occupations,6,Predictive Energy Management and Distribution,Energy Management,0,0,-0
